unique_id,ds,y,BiTCN,BiTCN-lo-95,BiTCN-lo-90,BiTCN-lo-80,BiTCN-lo-50,BiTCN-hi-50,BiTCN-hi-80,BiTCN-hi-90,BiTCN-hi-95
all_chargeability/family/F2A,2026-07-01,18263.0,18358.184188842773,18000.23834682703,18155.883427643777,18248.154611968996,18349.870332717896,18366.49804496765,18468.21376571655,18560.48495004177,18716.130030858516
all_chargeability/family/F2B,2024-08-01,15096.0,15105.443239212036,15012.231066411734,15050.686434161664,15065.42941877842,15093.982317209244,15116.904161214828,15145.457059645652,15160.200044262408,15198.655412012338
all_chargeability/family/F2B,2024-09-01,15096.0,15093.92647600174,15001.477795121074,15039.150461906194,15061.698919856548,15085.635648488998,15102.21730351448,15126.154032146931,15148.702490097285,15186.375156882405
all_chargeability/family/F2B,2024-10-01,15096.0,15098.588599443436,15006.604587459564,15044.09545879364,15065.889106345177,15092.322150588036,15104.855048298836,15131.288092541694,15153.081740093232,15190.572611427307
all_chargeability/family/F2B,2024-11-01,15096.0,15096.122679710388,15005.806834608316,15042.411409199238,15063.769344258308,15088.36411255598,15103.881246864796,15128.476015162469,15149.833950221539,15186.43852481246
all_chargeability/family/F2B,2024-12-01,15096.0,15095.443873882294,15004.509472596645,15041.72857234478,15063.615385723115,15088.807292938232,15102.080454826355,15127.272362041473,15149.159175419807,15186.378275167943
all_chargeability/family/F2B,2025-01-01,15117.0,15095.441512584686,15005.100756710768,15041.750922334195,15064.80428841114,15089.984272360802,15100.89875280857,15126.078736758232,15149.132102835178,15185.782268458604
all_chargeability/family/F2B,2025-02-01,15117.0,15121.952737808228,15043.380764627456,15089.33145456314,15099.202401399612,15116.391175746918,15127.514299869537,15144.703074216843,15154.574021053315,15200.524710988999
all_chargeability/family/F2B,2025-03-01,15117.0,15118.854913711548,15038.670366376638,15085.759260118008,15095.786889457702,15114.027381420135,15123.68244600296,15141.922937965393,15151.950567305088,15199.039461046457
all_chargeability/family/F2B,2025-04-01,15178.0,15116.8724360466,15093.118683421611,15094.31968562603,15108.72294716835,15114.792664527893,15118.952207565308,15125.021924924851,15139.425186467171,15140.62618867159
all_chargeability/family/F2B,2025-05-01,15178.0,15182.597437858582,15140.154296779632,15158.910750198364,15160.915955257416,15180.008681178093,15185.18619453907,15204.278920459747,15206.2841255188,15225.04057893753
all_chargeability/family/F2B,2025-06-01,15240.0,15179.427899360657,15137.391842067242,15155.707901835442,15171.843451690675,15176.442926168442,15182.412872552872,15187.012347030639,15203.147896885872,15221.463956654072
all_chargeability/family/F2B,2025-07-01,15263.0,15260.356966018677,15199.810148584842,15200.013296818734,15234.831098127364,15256.774943232536,15263.938988804817,15285.88283390999,15320.70063521862,15320.903783452512
all_chargeability/family/F2B,2025-08-01,15263.0,15273.549165725708,15213.11593464613,15213.593590331078,15247.537511396407,15270.355467319489,15276.742864131927,15299.560820055009,15333.504741120338,15333.982396805286
all_chargeability/family/F2B,2025-09-01,15263.0,15267.439160823822,15207.238318049907,15207.323121714591,15241.942866706848,15262.157568097115,15272.72075355053,15292.935454940796,15327.555199933053,15327.640003597737
all_chargeability/family/F2B,2025-10-01,15301.0,15263.567397117615,15202.811182379723,15202.944618940353,15238.103395557404,15258.688081026077,15268.446713209152,15289.031398677826,15324.190175294876,15324.323611855507
all_chargeability/family/F2B,2025-11-01,15310.0,15309.453568458557,15247.920259594917,15248.118306875229,15267.56341252327,15302.431556940079,15316.475579977036,15351.343724393844,15370.788830041885,15370.986877322197
all_chargeability/family/F2B,2025-12-01,15310.0,15316.200659275055,15255.481817281247,15255.590032649041,15275.47803621292,15311.068627238274,15321.332691311836,15356.92328233719,15376.811285901069,15376.919501268863
all_chargeability/family/F2B,2026-01-01,15310.0,15326.548603057861,15265.111725974082,15265.385051107407,15285.221478271484,15321.173891305923,15331.9233148098,15367.875727844239,15387.712155008316,15387.98548014164
all_chargeability/family/F2B,2026-02-01,15310.0,15294.808855056763,15234.643889820576,15234.838140320779,15255.875977182388,15286.709601402283,15302.908108711243,15333.741732931137,15354.779569792747,15354.97382029295
all_chargeability/family/F2B,2026-03-01,15310.0,15308.846053123474,15259.12700420618,15270.177184700966,15292.724004745483,15301.82248556614,15315.869620680809,15324.968101501465,15347.514921545982,15358.565102040768
all_chargeability/family/F2B,2026-04-01,15482.0,15308.68256187439,15259.22167994976,15269.827373075485,15291.78639011383,15302.377605557442,15314.987518191338,15325.57873363495,15347.537750673295,15358.14344379902
all_chargeability/family/F2B,2026-05-01,15482.0,15482.734050750732,15374.494199442863,15438.88700709343,15470.87728662491,15476.292953252792,15489.175148248672,15494.590814876556,15526.581094408035,15590.9739020586
all_chargeability/family/F2B,2026-06-01,15605.0,15489.47571182251,15381.334159994125,15445.211223888396,15476.203393745422,15483.095410704613,15495.856012940407,15502.748029899598,15533.740199756623,15597.617263650895
all_chargeability/family/F2B,2026-07-01,15666.0,15650.694374084473,15505.695235300063,15532.410124874115,15605.92280626297,15644.903280854225,15656.48546731472,15695.465941905975,15768.97862329483,15795.693512868882
all_chargeability/family/F3,2024-08-01,12874.0,12894.699565887451,12761.06396702528,12787.665064406396,12792.701573610306,12874.902721881866,12914.496409893036,12996.697558164597,13001.734067368507,13028.335164749622
all_chargeability/family/F3,2024-09-01,12874.0,12876.31233882904,12746.733202290536,12769.518144273758,12781.047426128387,12855.499527454376,12897.125150203705,12971.577251529694,12983.106533384323,13005.891475367545
all_chargeability/family/F3,2024-10-01,12874.0,12876.143562316895,12748.242196589708,12771.630422651768,12788.63291618824,12859.223219633102,12893.063905000687,12963.654208445549,12980.656701982021,13004.04492804408
all_chargeability/family/F3,2024-11-01,12888.0,12867.680742263794,12742.905379474163,12766.641990065575,12784.609915590287,12854.405732989311,12880.955751538277,12950.751568937301,12968.719494462013,12992.456105053425
all_chargeability/family/F3,2024-12-01,12888.0,12899.443098068237,12781.190572810174,12811.869487905502,12850.213065242768,12889.69701910019,12909.189177036285,12948.673130893707,12987.016708230973,13017.6956233263
all_chargeability/family/F3,2025-01-01,12965.0,12890.8132314682,12773.466667723656,12804.831499242782,12839.481922912597,12873.910170555115,12907.716292381287,12942.144540023804,12976.79496369362,13008.159795212745
all_chargeability/family/F3,2025-02-01,12965.0,12975.644856452942,12898.103102731704,12900.82321176529,12926.230177402496,12963.868468999863,12987.421243906021,13025.059535503387,13050.466501140594,13053.18661017418
all_chargeability/family/F3,2025-03-01,12965.0,12973.559646606445,12893.258881175518,12899.284464526176,12923.185528945924,12959.989440917969,12987.129852294922,13023.933764266967,13047.834828686715,13053.860412037373
all_chargeability/family/F3,2025-04-01,13239.0,12964.521518707275,12903.89502222538,12916.258345270156,12939.99185218811,12949.830693721771,12979.21234369278,12989.05118522644,13012.784692144394,13025.14801518917
all_chargeability/family/F3,2025-05-01,13239.0,13246.741161346436,13068.627349925042,13163.679071569442,13216.981182765961,13231.672540903091,13261.80978178978,13276.50113992691,13329.803251123429,13424.85497276783
all_chargeability/family/F3,2025-06-01,13321.0,13241.502075195312,13062.99024991989,13158.132919883728,13215.307417297363,13231.237204313278,13251.766946077347,13267.696733093262,13324.871230506897,13420.013900470733
all_chargeability/family/F3,2025-07-01,13361.0,13353.67624282837,13172.854690670967,13265.425446748734,13280.67446231842,13340.532214403152,13366.820271253586,13426.678023338318,13441.927038908005,13534.497794985771
all_chargeability/family/F3,2025-08-01,13361.0,13392.957948684692,13211.341096544265,13302.741294193267,13319.159863758086,13379.47150349617,13406.444393873215,13466.756033611298,13483.174603176118,13574.57480082512
all_chargeability/family/F3,2025-09-01,13361.0,13370.917058944702,13190.277336978912,13282.032787132262,13297.344728183747,13354.83537530899,13386.998742580414,13444.489389705657,13459.801330757142,13551.556780910492
all_chargeability/family/F3,2025-10-01,13399.0,13361.659252166748,13179.014631032944,13271.02861738205,13287.626933002472,13350.883974552155,13372.434529781342,13435.691571331025,13452.289886951447,13544.303873300552
all_chargeability/family/F3,2025-11-01,13399.0,13429.616571426392,13246.440662479401,13337.843696784974,13354.294659614563,13404.519795894623,13454.71334695816,13504.93848323822,13521.38944606781,13612.792480373382
all_chargeability/family/F3,2025-12-01,13399.0,13410.595357894897,13228.801454854012,13320.076024675369,13367.623053741456,13391.368844509125,13429.82187128067,13453.56766204834,13501.114691114426,13592.389260935783
all_chargeability/family/F3,2026-01-01,13399.0,13448.233741760254,13264.155516386032,13355.392760753632,13403.013146209716,13435.902118682861,13460.565364837646,13493.454337310792,13541.074722766876,13632.311967134476
all_chargeability/family/F3,2026-02-01,13399.0,13385.365034103394,13203.708239650727,13294.522796821595,13345.144665527343,13353.306153297424,13417.423914909363,13425.585402679444,13476.207271385192,13567.02182855606
all_chargeability/family/F3,2026-03-01,13399.0,13397.117301940918,13333.649877214431,13352.581517505645,13360.006434440613,13379.41342496872,13414.821178913116,13434.228169441223,13441.653086376191,13460.584726667405
all_chargeability/family/F3,2026-04-01,13504.0,13397.537338256836,13338.24234919548,13358.335978603363,13366.73469696045,13381.61983537674,13413.454841136932,13428.339979553222,13436.738697910308,13456.832327318192
all_chargeability/family/F3,2026-05-01,13559.0,13522.094215393066,13448.9772503376,13482.50567483902,13492.472097206115,13505.91683101654,13538.271599769592,13551.716333580018,13561.682755947113,13595.211180448532
all_chargeability/family/F3,2026-06-01,13559.0,13583.778690338135,13510.406766700744,13542.276294326783,13547.754626655578,13556.487506389618,13611.069874286652,13619.802754020691,13625.281086349487,13657.150613975526
all_chargeability/family/F3,2026-07-01,13619.0,13571.038455963135,13499.096929454803,13532.07694606781,13537.275326919556,13546.356154441833,13595.720757484436,13604.801585006713,13609.99996585846,13642.979982471466
all_chargeability/family/F4,2024-08-01,11900.0,11906.482943058014,11869.718152666092,11875.838850307464,11885.080472898484,11895.442428350449,11917.52345776558,11927.885413217544,11937.127035808564,11943.247733449936
all_chargeability/family/F4,2024-09-01,11900.0,11898.747354984283,11860.811172533035,11867.864670848847,11882.474938726426,11891.413552165031,11906.081157803535,11915.019771242141,11929.63003911972,11936.683537435532
all_chargeability/family/F4,2024-10-01,11900.0,11901.076703548431,11865.252378755808,11871.108327257632,11883.949243927002,11890.193962216377,11911.959444880486,11918.204163169861,11931.04507983923,11936.901028341055
all_chargeability/family/F4,2024-11-01,11900.0,11900.497877836227,11866.30628027916,11870.515885877609,11882.305056238174,11890.151067972183,11910.844687700272,11918.69069943428,11930.479869794846,11934.689475393296
all_chargeability/family/F4,2024-12-01,11900.0,11899.361495256424,11871.85179619789,11882.011832094193,11883.677042341233,11891.08786725998,11907.635123252869,11915.045948171615,11916.711158418655,11926.871194314957
all_chargeability/family/F4,2025-01-01,11900.0,11899.71798658371,11868.211464762688,11876.429635286331,11883.161682319642,11893.646519958973,11905.789453208447,11916.274290847778,11923.006337881088,11931.224508404732
all_chargeability/family/F4,2025-02-01,11900.0,11898.846702337265,11867.434071695805,11872.123802256585,11883.75427145958,11896.718613445759,11900.974791228771,11913.93913321495,11925.569602417945,11930.259332978725
all_chargeability/family/F4,2025-03-01,11900.0,11899.289076089859,11874.078528916836,11891.245890450478,11894.63501753807,11898.232222020626,11900.345930159092,11903.943134641648,11907.33226172924,11924.499623262882
all_chargeability/family/F4,2025-04-01,11900.0,11899.091269254684,11892.67994801998,11893.601504898072,11895.541441679,11898.176325082779,11900.00621342659,11902.641096830368,11904.581033611297,11905.502590489388
all_chargeability/family/F4,2025-05-01,12053.0,11899.699449062347,11889.503083455562,11895.769322371483,11898.357559418679,11899.245290398598,11900.153607726097,11901.041338706016,11903.629575753212,11909.895814669133
all_chargeability/family/F4,2025-06-01,12053.0,12052.572979450226,11970.586560195685,12042.013335835934,12051.030206227302,12051.780727744102,12053.36523115635,12054.11575267315,12063.132623064517,12134.559398704767
all_chargeability/family/F4,2025-07-01,12053.0,12062.83654499054,11981.676277846098,12053.884193599224,12061.729527783395,12062.298656344414,12063.374433636665,12063.943562197685,12071.788896381855,12143.996812134981
all_chargeability/family/F4,2025-08-01,12053.0,12052.457758426666,11965.521218723059,12032.154062879086,12050.339259696008,12051.837755799294,12053.077761054039,12054.576257157325,12072.761453974246,12139.394298130273
all_chargeability/family/F4,2025-09-01,12053.0,12053.078565120697,11967.069311249255,12034.21426126957,12051.117926001549,12052.724165916443,12053.432964324951,12055.039204239845,12071.942868971824,12139.087818992137
all_chargeability/family/F4,2025-10-01,12060.0,12052.515416622162,11966.07447527051,12032.970386707782,12049.82835650444,12051.880600452423,12053.1502327919,12055.202476739883,12072.060446536541,12138.956357973813
all_chargeability/family/F4,2025-11-01,12060.0,12062.399436950684,11977.127324086428,12045.846233570575,12055.983646154404,12061.090023934841,12063.708849966526,12068.815227746964,12078.952640330792,12147.671549814939
all_chargeability/family/F4,2025-12-01,12060.0,12062.27309513092,11977.260662782192,12045.295664763451,12054.186531019212,12061.673488259315,12062.872702002525,12070.35965924263,12079.25052549839,12147.285527479647
all_chargeability/family/F4,2026-01-01,12060.0,12060.43566083908,11975.793208378553,12044.91952303648,12054.49985356331,12059.302450597286,12061.568871080875,12066.371468114852,12075.951798641681,12145.078113299607
all_chargeability/family/F4,2026-02-01,12060.0,12059.939030647278,11976.263503962755,12045.543675529956,12056.002743721008,12059.412088036537,12060.465973258018,12063.875317573547,12074.3343857646,12143.6145573318
all_chargeability/family/F4,2026-03-01,12060.0,12059.854145050049,11975.830283898114,12045.045095717907,12056.558282136917,12059.169843912125,12060.538446187973,12063.15000796318,12074.66319438219,12143.878006201981
all_chargeability/family/F4,2026-04-01,12212.0,12059.871165275574,12052.095062363147,12052.686631417275,12056.928767967223,12059.455747842789,12060.286582708359,12062.813562583924,12067.055699133873,12067.647268188
all_chargeability/family/F4,2026-05-01,12311.0,12219.504832744598,12136.418784058094,12205.001354527474,12216.635739564896,12219.077866077423,12219.931799411774,12222.373925924301,12234.008310961723,12302.590881431102
all_chargeability/family/F4,2026-06-01,12365.0,12330.298448562622,12210.244205367566,12241.742651247978,12315.432864046097,12329.486997842789,12331.109899282455,12345.164033079147,12418.854245877266,12450.352691757678
all_chargeability/family/F4,2026-07-01,12419.0,12430.633773803711,12307.946299123763,12336.741805171967,12390.176375198364,12428.776315569878,12432.491232037544,12471.091172409058,12524.525742435455,12553.321248483659
china/family/F1,2024-08-01,14904.0,14919.491836547852,14789.571122533083,14807.698132526875,14869.997556257247,14915.33279633522,14923.650876760483,14968.986116838456,15031.285540568828,15049.41255056262
china/family/F1,2024-09-01,14904.0,14904.099440574646,14778.338354873656,14798.01762495041,14858.61568222046,14897.520835876465,14910.678045272827,14949.583198928833,15010.181256198883,15029.860526275635
china/family/F1,2024-10-01,14904.0,14906.881272315979,14780.591328126193,14800.867545330524,14861.554631447792,14898.20035457611,14915.562190055847,14952.207913184166,15012.894999301434,15033.171216505765
china/family/F1,2024-11-01,14904.0,14903.827179908752,14779.569080626965,14800.123678278924,14859.03209028244,14894.852177619934,14912.80218219757,14948.622269535064,15007.530681538581,15028.08527919054
china/family/F1,2024-12-01,14904.0,14902.864656448364,14778.276201224327,14799.456422758103,14857.848711705208,14894.423882246017,14911.305430650711,14947.88060119152,15006.272890138625,15027.453111672401
china/family/F1,2025-01-01,14935.0,14902.502388000488,14780.5957198143,14803.721537590027,14857.67640748024,14896.586815595627,14908.41796040535,14947.328368520737,15001.28323841095,15024.409056186676
china/family/F1,2025-02-01,14935.0,14941.591308116913,14824.102029824257,14846.867579984664,14902.744121837615,14935.486319541931,14947.696296691895,14980.43849439621,15036.315036249161,15059.08058640957
china/family/F1,2025-03-01,14935.0,14937.301759719849,14815.299109756947,14835.859124779701,14897.714679288863,14931.88321864605,14942.720300793648,14976.888840150834,15038.744394659996,15059.30440968275
