unique_id,ds,y,BiTCN,BiTCN-lo-95,BiTCN-lo-90,BiTCN-lo-80,BiTCN-lo-50,BiTCN-hi-50,BiTCN-hi-80,BiTCN-hi-90,BiTCN-hi-95
china/family/F1,2025-04-01,15049.0,14935.304597854614,14870.9479575634,14898.289131259919,14921.965166473388,14931.123470187187,14939.485725522041,14948.64402923584,14972.32006444931,14999.661238145829
china/family/F1,2025-05-01,15049.0,15055.99569606781,14955.951819777489,14969.637625455856,15018.358518505096,15050.678223609924,15061.313168525696,15093.632873630524,15142.353766679764,15156.039572358131
china/family/F1,2025-06-01,15134.0,15050.62451171875,14975.007177734375,15013.07472114563,15039.069731616974,15046.544781327248,15054.704242110252,15062.179291820526,15088.17430229187,15126.241845703125
china/family/F1,2025-07-01,15171.0,15161.167222976685,15062.105623483658,15076.692502498627,15123.09862947464,15156.200426220894,15166.134019732475,15199.23581647873,15245.641943454742,15260.228822469711
china/family/F1,2025-08-01,15171.0,15189.854225158691,15091.012363028527,15105.935657644271,15151.97167339325,15181.220710754395,15198.487739562988,15227.736776924134,15273.772792673111,15288.696087288856
china/family/F1,2025-09-01,15171.0,15178.316010475159,15079.688263225555,15094.337056732178,15140.171760082245,15169.970853328705,15186.661167621613,15216.460260868073,15262.29496421814,15276.943757724763
china/family/F1,2025-10-01,15287.0,15171.52820110321,15072.302301335334,15087.379680490494,15133.450866222382,15164.172107458115,15178.884294748306,15209.60553598404,15255.676721715927,15270.754100871087
china/family/F1,2025-11-01,15287.0,15300.233039855957,15183.407493162154,15184.808072185517,15213.554220867158,15285.353816986084,15315.11226272583,15386.911858844756,15415.658007526397,15417.05858654976
china/family/F1,2025-12-01,15287.0,15289.643009185791,15174.184990787506,15175.655542182922,15203.994058990478,15279.287414550781,15299.9986038208,15375.291959381104,15403.63047618866,15405.101027584076
china/family/F1,2026-01-01,15287.0,15317.486148834229,15200.849820065498,15201.906143045426,15230.965849494934,15306.92084646225,15328.051451206207,15404.006448173523,15433.066154623031,15434.12247760296
china/family/F1,2026-02-01,15287.0,15258.5604763031,15144.978453326225,15145.110090589524,15173.021630573272,15240.027811050415,15277.093141555786,15344.09932203293,15372.010862016677,15372.142499279977
china/family/F1,2026-03-01,15287.0,15284.999021530151,15184.933089280128,15200.348328638076,15253.207192611695,15272.938035726547,15297.060007333755,15316.790850448608,15369.649714422227,15385.064953780175
china/family/F1,2026-04-01,15461.0,15284.644145965576,15185.215742492675,15201.48873977661,15252.12126712799,15273.172227621078,15296.116064310074,15317.167024803162,15367.799552154542,15384.072549438477
china/family/F1,2026-05-01,15584.0,15469.59103012085,15323.051376509666,15351.878662443161,15438.546038627625,15456.176772356033,15483.005287885666,15500.636021614075,15587.303397798538,15616.130683732034
china/family/F1,2026-06-01,15584.0,15653.797691345215,15507.201524972916,15535.1708817482,15540.341333580018,15638.048113107681,15669.547269582748,15767.254049110412,15772.42450094223,15800.393857717514
china/family/F1,2026-07-01,15737.0,15591.909189224243,15445.94906244278,15473.890680503846,15479.834666919709,15576.706757068634,15607.111621379852,15703.983711528777,15709.92769794464,15737.869316005706
china/family/F2A,2024-08-01,17120.0,17129.18253135681,16804.82628583908,16864.704482078552,16942.992524147034,17057.837873458862,17200.52718925476,17315.37253856659,17393.66058063507,17453.538776874542
china/family/F2A,2024-09-01,17120.0,17142.944040298462,16906.316138982773,16926.963904857635,17039.812967681886,17077.57616043091,17208.311920166016,17246.075112915038,17358.92417573929,17379.57194161415
china/family/F2A,2024-10-01,17127.0,17147.55920791626,16909.705834388733,16922.661191940308,17016.51732110977,17069.214748859406,17225.903666973114,17278.601094722748,17372.457223892212,17385.412581443787
china/family/F2A,2024-11-01,17167.0,17154.072956085205,16907.163074588774,16921.938293647767,17010.740494441987,17098.679615974426,17209.466296195984,17297.405417728423,17386.207618522643,17400.982837581636
china/family/F2A,2024-12-01,17167.0,17194.943717956543,17020.294763445854,17070.058337926865,17107.37479104996,17153.722150802612,17236.165285110474,17282.512644863127,17319.82909798622,17369.59267246723
china/family/F2A,2025-01-01,17167.0,17181.12514591217,17010.24101638794,17061.25453853607,17090.41369037628,17147.157990455627,17215.092301368713,17271.83660144806,17300.99575328827,17352.0092754364
china/family/F2A,2025-02-01,17167.0,17183.23288154602,17017.706160068512,17071.470423698425,17121.59782409668,17153.93488049507,17212.53088259697,17244.86793899536,17294.995339393616,17348.75960302353
china/family/F2A,2025-03-01,17167.0,17182.096620559692,16991.228961801527,17039.771850299836,17123.20521774292,17160.21465444565,17203.978586673737,17240.988023376463,17324.42139081955,17372.964279317857
china/family/F2A,2025-04-01,17167.0,17174.232660770416,17080.20768404007,17115.565779209137,17145.34105901718,17154.551290035248,17193.914031505585,17203.124262523652,17232.899542331696,17268.257637500763
china/family/F2A,2025-05-01,17167.0,17169.613514900208,17125.35214729309,17138.988824272157,17149.53035068512,17152.78496313095,17186.442066669464,17189.696679115295,17200.238205528258,17213.874882507323
china/family/F2A,2025-06-01,17167.0,17173.106652259827,17146.510444164276,17151.13776397705,17153.96252117157,17161.87723660469,17184.336067914963,17192.250783348085,17195.075540542603,17199.702860355377
china/family/F2A,2025-07-01,17410.0,17168.49494791031,17147.530689048766,17150.034497356413,17153.33580160141,17160.878009915352,17176.111885905266,17183.654094219208,17186.955398464204,17189.45920677185
china/family/F2A,2025-08-01,17410.0,17457.667316436768,17317.56020784378,17416.28965473175,17439.631995010375,17448.37196111679,17466.962671756744,17475.70263786316,17499.044978141785,17597.774425029755
china/family/F2A,2025-09-01,17410.0,17426.129362106323,17278.70102984309,17376.314609897137,17398.41396522522,17419.28716504574,17432.97155916691,17453.844758987427,17475.94411431551,17573.557694369556
china/family/F2A,2025-10-01,17928.0,17410.210741326213,17266.887324926258,17359.046195933224,17369.015676781535,17397.669507309794,17422.75197534263,17451.40580587089,17461.3752867192,17553.534157726168
china/family/F2A,2025-11-01,17928.0,18046.578285217285,17656.112181586028,17788.03258880377,17975.639205002786,18039.339061379433,18053.817509055138,18117.517365431784,18305.1239816308,18437.044388848542
china/family/F2A,2025-12-01,17928.0,17942.32050704956,17560.326648038626,17692.867221677305,17834.768177223206,17922.530720949173,17962.110293149948,18049.872836875915,18191.773792421816,18324.314366060495
china/family/F2A,2026-01-01,17928.0,17929.256938934326,17548.673812913894,17677.43593225479,17838.21337413788,17917.163247585297,17941.350630283356,18020.300503730774,18181.077945613863,18309.84006495476
china/family/F2A,2026-02-01,17928.0,17934.36731147766,17551.622570741176,17682.66566751003,17792.58541650772,17920.3429145813,17948.391708374023,18076.1492064476,18186.06895544529,18317.112052214146
china/family/F2A,2026-03-01,17928.0,17932.923074245453,17549.652452909948,17682.213288235664,17819.72773332596,17916.823897838593,17949.022250652313,18046.118415164947,18183.632860255242,18316.193695580958
china/family/F2A,2026-04-01,17928.0,17927.617601394653,17547.707916855812,17677.545789957047,17838.61855545044,17916.2924284935,17938.942774295807,18016.616647338866,18177.68941283226,18307.527285933495
china/family/F2A,2026-05-01,18110.0,17926.317417144775,17541.238034033777,17670.103758382797,17854.480784225463,17919.83300292492,17932.80183136463,17998.154050064088,18182.531075906754,18311.396800255774
china/family/F2A,2026-06-01,18263.0,18157.66067123413,17801.140485012533,17956.16515343189,18090.9509765625,18142.06980729103,18173.25153517723,18224.37036590576,18359.15618903637,18514.18085745573
china/family/F2A,2026-07-01,18263.0,18358.184188842773,18000.23834682703,18155.883427643777,18248.154611968996,18349.870332717896,18366.49804496765,18468.21376571655,18560.48495004177,18716.130030858516
china/family/F2B,2024-08-01,15096.0,15105.443239212036,15012.231066411734,15050.686434161664,15065.42941877842,15093.982317209244,15116.904161214828,15145.457059645652,15160.200044262408,15198.655412012338
china/family/F2B,2024-09-01,15096.0,15093.92647600174,15001.477795121074,15039.150461906194,15061.698919856548,15085.635648488998,15102.21730351448,15126.154032146931,15148.702490097285,15186.375156882405
china/family/F2B,2024-10-01,15096.0,15098.588599443436,15006.604587459564,15044.09545879364,15065.889106345177,15092.322150588036,15104.855048298836,15131.288092541694,15153.081740093232,15190.572611427307
china/family/F2B,2024-11-01,15096.0,15096.122679710388,15005.806834608316,15042.411409199238,15063.769344258308,15088.36411255598,15103.881246864796,15128.476015162469,15149.833950221539,15186.43852481246
china/family/F2B,2024-12-01,15096.0,15095.443873882294,15004.509472596645,15041.72857234478,15063.615385723115,15088.807292938232,15102.080454826355,15127.272362041473,15149.159175419807,15186.378275167943
china/family/F2B,2025-01-01,15117.0,15095.441512584686,15005.100756710768,15041.750922334195,15064.80428841114,15089.984272360802,15100.89875280857,15126.078736758232,15149.132102835178,15185.782268458604
china/family/F2B,2025-02-01,15117.0,15121.952737808228,15043.380764627456,15089.33145456314,15099.202401399612,15116.391175746918,15127.514299869537,15144.703074216843,15154.574021053315,15200.524710988999
china/family/F2B,2025-03-01,15117.0,15118.854913711548,15038.670366376638,15085.759260118008,15095.786889457702,15114.027381420135,15123.68244600296,15141.922937965393,15151.950567305088,15199.039461046457
china/family/F2B,2025-04-01,15178.0,15116.8724360466,15093.118683421611,15094.31968562603,15108.72294716835,15114.792664527893,15118.952207565308,15125.021924924851,15139.425186467171,15140.62618867159
china/family/F2B,2025-05-01,15178.0,15182.597437858582,15140.154296779632,15158.910750198364,15160.915955257416,15180.008681178093,15185.18619453907,15204.278920459747,15206.2841255188,15225.04057893753
china/family/F2B,2025-06-01,15240.0,15179.427899360657,15137.391842067242,15155.707901835442,15171.843451690675,15176.442926168442,15182.412872552872,15187.012347030639,15203.147896885872,15221.463956654072
china/family/F2B,2025-07-01,15263.0,15260.356966018677,15199.810148584842,15200.013296818734,15234.831098127364,15256.774943232536,15263.938988804817,15285.88283390999,15320.70063521862,15320.903783452512
china/family/F2B,2025-08-01,15263.0,15273.549165725708,15213.11593464613,15213.593590331078,15247.537511396407,15270.355467319489,15276.742864131927,15299.560820055009,15333.504741120338,15333.982396805286
china/family/F2B,2025-09-01,15263.0,15267.439160823822,15207.238318049907,15207.323121714591,15241.942866706848,15262.157568097115,15272.72075355053,15292.935454940796,15327.555199933053,15327.640003597737
china/family/F2B,2025-10-01,15301.0,15263.567397117615,15202.811182379723,15202.944618940353,15238.103395557404,15258.688081026077,15268.446713209152,15289.031398677826,15324.190175294876,15324.323611855507
china/family/F2B,2025-11-01,15310.0,15309.453568458557,15247.920259594917,15248.118306875229,15267.56341252327,15302.431556940079,15316.475579977036,15351.343724393844,15370.788830041885,15370.986877322197
china/family/F2B,2025-12-01,15310.0,15316.200659275055,15255.481817281247,15255.590032649041,15275.47803621292,15311.068627238274,15321.332691311836,15356.92328233719,15376.811285901069,15376.919501268863
china/family/F2B,2026-01-01,15310.0,15326.548603057861,15265.111725974082,15265.385051107407,15285.221478271484,15321.173891305923,15331.9233148098,15367.875727844239,15387.712155008316,15387.98548014164
china/family/F2B,2026-02-01,15310.0,15294.808855056763,15234.643889820576,15234.838140320779,15255.875977182388,15286.709601402283,15302.908108711243,15333.741732931137,15354.779569792747,15354.97382029295
china/family/F2B,2026-03-01,15310.0,15308.846053123474,15259.12700420618,15270.177184700966,15292.724004745483,15301.82248556614,15315.869620680809,15324.968101501465,15347.514921545982,15358.565102040768
china/family/F2B,2026-04-01,15482.0,15308.68256187439,15259.22167994976,15269.827373075485,15291.78639011383,15302.377605557442,15314.987518191338,15325.57873363495,15347.537750673295,15358.14344379902
china/family/F2B,2026-05-01,15482.0,15482.734050750732,15374.494199442863,15438.88700709343,15470.87728662491,15476.292953252792,15489.175148248672,15494.590814876556,15526.581094408035,15590.9739020586
china/family/F2B,2026-06-01,15605.0,15489.47571182251,15381.334159994125,15445.211223888396,15476.203393745422,15483.095410704613,15495.856012940407,15502.748029899598,15533.740199756623,15597.617263650895
china/family/F2B,2026-07-01,15666.0,15650.694374084473,15505.695235300063,15532.410124874115,15605.92280626297,15644.903280854225,15656.48546731472,15695.465941905975,15768.97862329483,15795.693512868882
china/family/F3,2024-08-01,12874.0,12894.699565887451,12761.06396702528,12787.665064406396,12792.701573610306,12874.902721881866,12914.496409893036,12996.697558164597,13001.734067368507,13028.335164749622
china/family/F3,2024-09-01,12874.0,12876.31233882904,12746.733202290536,12769.518144273758,12781.047426128387,12855.499527454376,12897.125150203705,12971.577251529694,12983.106533384323,13005.891475367545
china/family/F3,2024-10-01,12874.0,12876.143562316895,12748.242196589708,12771.630422651768,12788.63291618824,12859.223219633102,12893.063905000687,12963.654208445549,12980.656701982021,13004.04492804408
china/family/F3,2024-11-01,12888.0,12867.680742263794,12742.905379474163,12766.641990065575,12784.609915590287,12854.405732989311,12880.955751538277,12950.751568937301,12968.719494462013,12992.456105053425
china/family/F3,2024-12-01,12888.0,12899.443098068237,12781.190572810174,12811.869487905502,12850.213065242768,12889.69701910019,12909.189177036285,12948.673130893707,12987.016708230973,13017.6956233263
china/family/F3,2025-01-01,12965.0,12890.8132314682,12773.466667723656,12804.831499242782,12839.481922912597,12873.910170555115,12907.716292381287,12942.144540023804,12976.79496369362,13008.159795212745
china/family/F3,2025-02-01,12965.0,12975.644856452942,12898.103102731704,12900.82321176529,12926.230177402496,12963.868468999863,12987.421243906021,13025.059535503387,13050.466501140594,13053.18661017418
china/family/F3,2025-03-01,12965.0,12973.559646606445,12893.258881175518,12899.284464526176,12923.185528945924,12959.989440917969,12987.129852294922,13023.933764266967,13047.834828686715,13053.860412037373
china/family/F3,2025-04-01,13239.0,12964.521518707275,12903.89502222538,12916.258345270156,12939.99185218811,12949.830693721771,12979.21234369278,12989.05118522644,13012.784692144394,13025.14801518917
china/family/F3,2025-05-01,13239.0,13246.741161346436,13068.627349925042,13163.679071569442,13216.981182765961,13231.672540903091,13261.80978178978,13276.50113992691,13329.803251123429,13424.85497276783
china/family/F3,2025-06-01,13321.0,13241.502075195312,13062.99024991989,13158.132919883728,13215.307417297363,13231.237204313278,13251.766946077347,13267.696733093262,13324.871230506897,13420.013900470733
china/family/F3,2025-07-01,13361.0,13353.67624282837,13172.854690670967,13265.425446748734,13280.67446231842,13340.532214403152,13366.820271253586,13426.678023338318,13441.927038908005,13534.497794985771
china/family/F3,2025-08-01,13361.0,13392.957948684692,13211.341096544265,13302.741294193267,13319.159863758086,13379.47150349617,13406.444393873215,13466.756033611298,13483.174603176118,13574.57480082512
china/family/F3,2025-09-01,13361.0,13370.917058944702,13190.277336978912,13282.032787132262,13297.344728183747,13354.83537530899,13386.998742580414,13444.489389705657,13459.801330757142,13551.556780910492
china/family/F3,2025-10-01,13399.0,13361.659252166748,13179.014631032944,13271.02861738205,13287.626933002472,13350.883974552155,13372.434529781342,13435.691571331025,13452.289886951447,13544.303873300552
china/family/F3,2025-11-01,13399.0,13429.616571426392,13246.440662479401,13337.843696784974,13354.294659614563,13404.519795894623,13454.71334695816,13504.93848323822,13521.38944606781,13612.792480373382
china/family/F3,2025-12-01,13399.0,13410.595357894897,13228.801454854012,13320.076024675369,13367.623053741456,13391.368844509125,13429.82187128067,13453.56766204834,13501.114691114426,13592.389260935783
china/family/F3,2026-01-01,13399.0,13448.233741760254,13264.155516386032,13355.392760753632,13403.013146209716,13435.902118682861,13460.565364837646,13493.454337310792,13541.074722766876,13632.311967134476
china/family/F3,2026-02-01,13399.0,13385.365034103394,13203.708239650727,13294.522796821595,13345.144665527343,13353.306153297424,13417.423914909363,13425.585402679444,13476.207271385192,13567.02182855606
china/family/F3,2026-03-01,13399.0,13397.117301940918,13333.649877214431,13352.581517505645,13360.006434440613,13379.41342496872,13414.821178913116,13434.228169441223,13441.653086376191,13460.584726667405
china/family/F3,2026-04-01,13504.0,13397.537338256836,13338.24234919548,13358.335978603363,13366.73469696045,13381.61983537674,13413.454841136932,13428.339979553222,13436.738697910308,13456.832327318192
china/family/F3,2026-05-01,13559.0,13522.094215393066,13448.9772503376,13482.50567483902,13492.472097206115,13505.91683101654,13538.271599769592,13551.716333580018,13561.682755947113,13595.211180448532
china/family/F3,2026-06-01,13559.0,13583.778690338135,13510.406766700744,13542.276294326783,13547.754626655578,13556.487506389618,13611.069874286652,13619.802754020691,13625.281086349487,13657.150613975526
china/family/F3,2026-07-01,13619.0,13571.038455963135,13499.096929454803,13532.07694606781,13537.275326919556,13546.356154441833,13595.720757484436,13604.801585006713,13609.99996585846,13642.979982471466
china/family/F4,2024-08-01,11900.0,11906.482943058014,11869.718152666092,11875.838850307464,11885.080472898484,11895.442428350449,11917.52345776558,11927.885413217544,11937.127035808564,11943.247733449936
china/family/F4,2024-09-01,11900.0,11898.747354984283,11860.811172533035,11867.864670848847,11882.474938726426,11891.413552165031,11906.081157803535,11915.019771242141,11929.63003911972,11936.683537435532
china/family/F4,2024-10-01,11900.0,11901.076703548431,11865.252378755808,11871.108327257632,11883.949243927002,11890.193962216377,11911.959444880486,11918.204163169861,11931.04507983923,11936.901028341055
china/family/F4,2024-11-01,11900.0,11900.497877836227,11866.30628027916,11870.515885877609,11882.305056238174,11890.151067972183,11910.844687700272,11918.69069943428,11930.479869794846,11934.689475393296
china/family/F4,2024-12-01,11900.0,11899.361495256424,11871.85179619789,11882.011832094193,11883.677042341233,11891.08786725998,11907.635123252869,11915.045948171615,11916.711158418655,11926.871194314957
