EB_level,final_action_dates,visa_bulletin_date,table_type,raw_value,status,visa_wait_time
EB5_RURAL,2023-04-01,2023-04-01 00:00:00,dates_for_filing,C,C,0.0
EB5_HIGHUNEMP,2023-04-01,2023-04-01 00:00:00,dates_for_filing,C,C,0.0
EB5_INFRA,2023-04-01,2023-04-01 00:00:00,dates_for_filing,C,C,0.0
EB2,2022-12-01,2023-04-01 00:00:00,dates_for_filing,01DEC22,F,0.33127994524298426
EB1,2023-04-01,2023-04-01 00:00:00,final_action,C,C,0.0
EB5_INFRA,2023-04-01,2023-04-01 00:00:00,final_action,C,C,0.0
EB4,2018-09-01,2023-04-01 00:00:00,final_action,01SEP18,F,4.5804243668720055
EB2,2022-07-01,2023-04-01 00:00:00,final_action,01JUL22,F,0.7501711156741958
EB3,2023-04-01,2023-04-01 00:00:00,final_action,C,C,0.0
EB3_OW,2020-01-01,2023-04-01 00:00:00,final_action,01JAN20,F,3.247091033538672
EB5_HIGHUNEMP,2023-04-01,2023-04-01 00:00:00,final_action,C,C,0.0
EB4_RW,2018-09-01,2023-04-01 00:00:00,final_action,01SEP18,F,4.5804243668720055
EB5_UNRESERVED,2023-04-01,2023-04-01 00:00:00,final_action,C,C,0.0
EB5_RURAL,2023-04-01,2023-04-01 00:00:00,final_action,C,C,0.0
EB2,2022-12-01,2023-03-01 00:00:00,dates_for_filing,01DEC22,F,0.2464065708418891
EB5_INFRA,2023-03-01,2023-03-01 00:00:00,dates_for_filing,C,C,0.0
EB5_HIGHUNEMP,2023-03-01,2023-03-01 00:00:00,dates_for_filing,C,C,0.0
EB5_RURAL,2023-03-01,2023-03-01 00:00:00,dates_for_filing,C,C,0.0
EB5_UNRESERVED,2023-03-01,2023-03-01 00:00:00,dates_for_filing,C,C,0.0
EB4_RW,2020-09-01,2023-03-01 00:00:00,dates_for_filing,01SEP20,F,2.4941820670773445
EB4,2020-09-01,2023-03-01 00:00:00,dates_for_filing,01SEP20,F,2.4941820670773445
EB3_OW,2020-02-01,2023-03-01 00:00:00,dates_for_filing,01FEB20,F,3.077344284736482
EB3,2023-03-01,2023-03-01 00:00:00,dates_for_filing,C,C,0.0
EB1,2023-03-01,2023-03-01 00:00:00,dates_for_filing,C,C,0.0
EB1,2023-03-01,2023-03-01 00:00:00,final_action,C,C,0.0
EB5_HIGHUNEMP,2023-03-01,2023-03-01 00:00:00,final_action,C,C,0.0
EB5_RURAL,2023-03-01,2023-03-01 00:00:00,final_action,C,C,0.0
EB5_UNRESERVED,2023-03-01,2023-03-01 00:00:00,final_action,C,C,0.0
EB4_RW,2020-08-01,2023-03-01 00:00:00,final_action,01AUG20,F,2.5790554414784395
EB4,2020-08-01,2023-03-01 00:00:00,final_action,01AUG20,F,2.5790554414784395
EB3_OW,2020-01-01,2023-03-01 00:00:00,final_action,01JAN20,F,3.162217659137577
EB3,2023-03-01,2023-03-01 00:00:00,final_action,C,C,0.0
EB2,2022-11-01,2023-03-01 00:00:00,final_action,01NOV22,F,0.32854209445585214
EB5_INFRA,2023-03-01,2023-03-01 00:00:00,final_action,C,C,0.0
EB4_RW,2020-10-15,2023-02-01 00:00:00,dates_for_filing,15OCT20,F,2.297056810403833
EB3,2023-02-01,2023-02-01 00:00:00,dates_for_filing,C,C,0.0
EB3_OW,2020-02-01,2023-02-01 00:00:00,dates_for_filing,01FEB20,F,3.0006844626967832
EB4,2020-10-15,2023-02-01 00:00:00,dates_for_filing,15OCT20,F,2.297056810403833
EB1,2023-02-01,2023-02-01 00:00:00,dates_for_filing,C,C,0.0
EB5_UNRESERVED,2023-02-01,2023-02-01 00:00:00,dates_for_filing,C,C,0.0
EB5_RURAL,2023-02-01,2023-02-01 00:00:00,dates_for_filing,C,C,0.0
EB5_HIGHUNEMP,2023-02-01,2023-02-01 00:00:00,dates_for_filing,C,C,0.0
EB5_INFRA,2023-02-01,2023-02-01 00:00:00,dates_for_filing,C,C,0.0
EB2,2022-12-01,2023-02-01 00:00:00,dates_for_filing,01DEC22,F,0.1697467488021903
EB1,2023-02-01,2023-02-01 00:00:00,final_action,C,C,0.0
EB5_INFRA,2023-02-01,2023-02-01 00:00:00,final_action,C,C,0.0
EB5_RURAL,2023-02-01,2023-02-01 00:00:00,final_action,C,C,0.0
EB5_UNRESERVED,2023-02-01,2023-02-01 00:00:00,final_action,C,C,0.0
EB4_RW,2020-09-15,2023-02-01 00:00:00,final_action,15SEP20,F,2.379192334017796
EB4,2020-09-15,2023-02-01 00:00:00,final_action,15SEP20,F,2.379192334017796
EB3_OW,2020-01-01,2023-02-01 00:00:00,final_action,01JAN20,F,3.0855578370978782
EB3,2023-02-01,2023-02-01 00:00:00,final_action,C,C,0.0
EB2,2022-11-01,2023-02-01 00:00:00,final_action,01NOV22,F,0.2518822724161533
EB5_HIGHUNEMP,2023-02-01,2023-02-01 00:00:00,final_action,C,C,0.0
EB4_RW,2020-10-15,2023-01-01 00:00:00,dates_for_filing,15OCT20,F,2.212183436002738
EB3,2023-01-01,2023-01-01 00:00:00,dates_for_filing,C,C,0.0
EB3_OW,2022-09-08,2023-01-01 00:00:00,dates_for_filing,08SEP22,F,0.31485284052019163
EB4,2020-10-15,2023-01-01 00:00:00,dates_for_filing,15OCT20,F,2.212183436002738
EB1,2023-01-01,2023-01-01 00:00:00,dates_for_filing,C,C,0.0
EB5_UNRESERVED,2023-01-01,2023-01-01 00:00:00,dates_for_filing,C,C,0.0
EB5_RURAL,2023-01-01,2023-01-01 00:00:00,dates_for_filing,C,C,0.0
EB5_HIGHUNEMP,2023-01-01,2023-01-01 00:00:00,dates_for_filing,C,C,0.0
EB5_INFRA,2023-01-01,2023-01-01 00:00:00,dates_for_filing,C,C,0.0
EB2,2022-12-01,2023-01-01 00:00:00,dates_for_filing,01DEC22,F,0.08487337440109514
EB1,2023-01-01,2023-01-01 00:00:00,final_action,C,C,0.0
EB5_INFRA,2023-01-01,2023-01-01 00:00:00,final_action,C,C,0.0
EB5_RURAL,2023-01-01,2023-01-01 00:00:00,final_action,C,C,0.0
EB5_UNRESERVED,2023-01-01,2023-01-01 00:00:00,final_action,C,C,0.0
EB4_RW,,2023-01-01 00:00:00,final_action,U,U,
EB4,2020-09-15,2023-01-01 00:00:00,final_action,15SEP20,F,2.294318959616701
EB3_OW,2020-06-01,2023-01-01 00:00:00,final_action,01JUN20,F,2.5845311430527036
EB3,2023-01-01,2023-01-01 00:00:00,final_action,C,C,0.0
EB2,2022-11-01,2023-01-01 00:00:00,final_action,01NOV22,F,0.16700889801505817
EB5_HIGHUNEMP,2023-01-01,2023-01-01 00:00:00,final_action,C,C,0.0
EB4_RW,2020-10-15,2022-12-01 00:00:00,dates_for_filing,15OCT20,F,2.127310061601643
EB3,2022-12-01,2022-12-01 00:00:00,dates_for_filing,C,C,0.0
EB3_OW,2022-09-08,2022-12-01 00:00:00,dates_for_filing,08SEP22,F,0.2299794661190965
EB4,2020-10-15,2022-12-01 00:00:00,dates_for_filing,15OCT20,F,2.127310061601643
EB5_INFRA,2022-12-01,2022-12-01 00:00:00,dates_for_filing,C,C,0.0
EB5_UNRESERVED,2022-12-01,2022-12-01 00:00:00,dates_for_filing,C,C,0.0
EB5_RURAL,2022-12-01,2022-12-01 00:00:00,dates_for_filing,C,C,0.0
EB5_HIGHUNEMP,2022-12-01,2022-12-01 00:00:00,dates_for_filing,C,C,0.0
EB2,2022-12-01,2022-12-01 00:00:00,dates_for_filing,01DEC22,F,0.0
EB1,2022-12-01,2022-12-01 00:00:00,dates_for_filing,C,C,0.0
EB5_INFRA,2022-12-01,2022-12-01 00:00:00,final_action,C,C,0.0
EB5_RURAL,2022-12-01,2022-12-01 00:00:00,final_action,C,C,0.0
EB5_UNRESERVED,2022-12-01,2022-12-01 00:00:00,final_action,C,C,0.0
EB4_RW,2020-09-15,2022-12-01 00:00:00,final_action,15SEP20,F,2.209445585215606
EB4,2020-09-15,2022-12-01 00:00:00,final_action,15SEP20,F,2.209445585215606
EB3_OW,2020-06-01,2022-12-01 00:00:00,final_action,01JUN20,F,2.4996577686516086
EB3,2022-12-01,2022-12-01 00:00:00,final_action,C,C,0.0
EB2,2022-11-01,2022-12-01 00:00:00,final_action,01NOV22,F,0.08213552361396304
EB1,2022-12-01,2022-12-01 00:00:00,final_action,C,C,0.0
EB5_HIGHUNEMP,2022-12-01,2022-12-01 00:00:00,final_action,C,C,0.0
EB4_RW,2020-10-15,2022-11-01 00:00:00,dates_for_filing,15OCT20,F,2.0451745379876796
EB3,2022-11-01,2022-11-01 00:00:00,dates_for_filing,C,C,0.0
EB3_OW,2022-09-08,2022-11-01 00:00:00,dates_for_filing,08SEP22,F,0.14784394250513347
EB4,2020-10-15,2022-11-01 00:00:00,dates_for_filing,15OCT20,F,2.0451745379876796
EB1,2022-11-01,2022-11-01 00:00:00,dates_for_filing,C,C,0.0
EB5_UNRESERVED,2022-11-01,2022-11-01 00:00:00,dates_for_filing,C,C,0.0
EB5_RURAL,2022-11-01,2022-11-01 00:00:00,dates_for_filing,C,C,0.0
EB5_HIGHUNEMP,2022-11-01,2022-11-01 00:00:00,dates_for_filing,C,C,0.0
EB5_INFRA,2022-11-01,2022-11-01 00:00:00,dates_for_filing,C,C,0.0
EB2,2022-11-01,2022-11-01 00:00:00,dates_for_filing,C,C,0.0
EB4,2020-09-15,2022-11-01 00:00:00,final_action,15SEP20,F,2.127310061601643
EB5_INFRA,2022-11-01,2022-11-01 00:00:00,final_action,C,C,0.0
EB1,2022-11-01,2022-11-01 00:00:00,final_action,C,C,0.0
EB2,2022-11-01,2022-11-01 00:00:00,final_action,C,C,0.0
EB3,2022-11-01,2022-11-01 00:00:00,final_action,C,C,0.0
EB3_OW,2020-06-01,2022-11-01 00:00:00,final_action,01JUN20,F,2.4175222450376452
EB5_HIGHUNEMP,2022-11-01,2022-11-01 00:00:00,final_action,C,C,0.0
EB4_RW,2020-09-15,2022-11-01 00:00:00,final_action,15SEP20,F,2.127310061601643
EB5_UNRESERVED,2022-11-01,2022-11-01 00:00:00,final_action,C,C,0.0
EB5_RURAL,2022-11-01,2022-11-01 00:00:00,final_action,C,C,0.0
EB2,2022-10-01,2022-10-01 00:00:00,dates_for_filing,C,C,0.0
EB5_INFRA,2022-10-01,2022-10-01 00:00:00,dates_for_filing,C,C,0.0
EB5_HIGHUNEMP,2022-10-01,2022-10-01 00:00:00,dates_for_filing,C,C,0.0
EB5_RURAL,2022-10-01,2022-10-01 00:00:00,dates_for_filing,C,C,0.0
EB5_UNRESERVED,2022-10-01,2022-10-01 00:00:00,dates_for_filing,C,C,0.0
EB4_RW,2020-10-15,2022-10-01 00:00:00,dates_for_filing,15OCT20,F,1.9603011635865846
EB4,2020-10-15,2022-10-01 00:00:00,dates_for_filing,15OCT20,F,1.9603011635865846
EB3_OW,2022-09-08,2022-10-01 00:00:00,dates_for_filing,08SEP22,F,0.06297056810403832
EB3,2022-10-01,2022-10-01 00:00:00,dates_for_filing,C,C,0.0
EB1,2022-10-01,2022-10-01 00:00:00,dates_for_filing,C,C,0.0
EB1,2022-10-01,2022-10-01 00:00:00,final_action,C,C,0.0
EB5_HIGHUNEMP,2022-10-01,2022-10-01 00:00:00,final_action,C,C,0.0
EB5_RURAL,2022-10-01,2022-10-01 00:00:00,final_action,C,C,0.0
EB5_UNRESERVED,2022-10-01,2022-10-01 00:00:00,final_action,C,C,0.0
EB4_RW,,2022-10-01 00:00:00,final_action,U,U,
EB4,2020-09-15,2022-10-01 00:00:00,final_action,15SEP20,F,2.0424366872005475
EB3_OW,2020-06-01,2022-10-01 00:00:00,final_action,01JUN20,F,2.3326488706365502
EB3,2022-10-01,2022-10-01 00:00:00,final_action,C,C,0.0
EB2,2022-10-01,2022-10-01 00:00:00,final_action,C,C,0.0
EB5_INFRA,2022-10-01,2022-10-01 00:00:00,final_action,C,C,0.0
EB4_RW,2022-09-01,2022-09-01 00:00:00,dates_for_filing,C,C,0.0
EB3,2022-09-01,2022-09-01 00:00:00,dates_for_filing,C,C,0.0
EB3_OW,2022-09-01,2022-09-01 00:00:00,dates_for_filing,C,C,0.0
EB4,2022-09-01,2022-09-01 00:00:00,dates_for_filing,C,C,0.0
EB1,2022-09-01,2022-09-01 00:00:00,dates_for_filing,C,C,0.0
EB5_UNRESERVED,2022-09-01,2022-09-01 00:00:00,dates_for_filing,C,C,0.0
EB5_RURAL,2022-09-01,2022-09-01 00:00:00,dates_for_filing,C,C,0.0
EB5_HIGHUNEMP,2022-09-01,2022-09-01 00:00:00,dates_for_filing,C,C,0.0
EB5_INFRA,2022-09-01,2022-09-01 00:00:00,dates_for_filing,C,C,0.0
EB2,2022-09-01,2022-09-01 00:00:00,dates_for_filing,C,C,0.0
EB1,2022-09-01,2022-09-01 00:00:00,final_action,C,C,0.0
EB5_INFRA,2022-09-01,2022-09-01 00:00:00,final_action,C,C,0.0
EB5_RURAL,2022-09-01,2022-09-01 00:00:00,final_action,C,C,0.0
EB5_UNRESERVED,2022-09-01,2022-09-01 00:00:00,final_action,C,C,0.0
EB4_RW,2020-04-01,2022-09-01 00:00:00,final_action,01APR20,F,2.4175222450376452
EB4,2020-04-01,2022-09-01 00:00:00,final_action,01APR20,F,2.4175222450376452
EB3_OW,2019-05-08,2022-09-01 00:00:00,final_action,08MAY19,F,3.3182751540041067
EB3,2022-09-01,2022-09-01 00:00:00,final_action,C,C,0.0
EB2,2022-09-01,2022-09-01 00:00:00,final_action,C,C,0.0
EB5_HIGHUNEMP,2022-09-01,2022-09-01 00:00:00,final_action,C,C,0.0
EB4_RW,2022-08-01,2022-08-01 00:00:00,dates_for_filing,C,C,0.0
EB3,2022-08-01,2022-08-01 00:00:00,dates_for_filing,C,C,0.0
EB3_OW,2022-08-01,2022-08-01 00:00:00,dates_for_filing,C,C,0.0
EB4,2022-08-01,2022-08-01 00:00:00,dates_for_filing,C,C,0.0
EB1,2022-08-01,2022-08-01 00:00:00,dates_for_filing,C,C,0.0
EB5_UNRESERVED,2022-08-01,2022-08-01 00:00:00,dates_for_filing,C,C,0.0
EB5_RURAL,2022-08-01,2022-08-01 00:00:00,dates_for_filing,C,C,0.0
EB5_HIGHUNEMP,2022-08-01,2022-08-01 00:00:00,dates_for_filing,C,C,0.0
EB5_INFRA,2022-08-01,2022-08-01 00:00:00,dates_for_filing,C,C,0.0
EB2,2022-08-01,2022-08-01 00:00:00,dates_for_filing,C,C,0.0
EB1,2022-08-01,2022-08-01 00:00:00,final_action,C,C,0.0
EB5_INFRA,2022-08-01,2022-08-01 00:00:00,final_action,C,C,0.0
EB5_RURAL,2022-08-01,2022-08-01 00:00:00,final_action,C,C,0.0
EB5_UNRESERVED,2022-08-01,2022-08-01 00:00:00,final_action,C,C,0.0
EB4_RW,2020-04-01,2022-08-01 00:00:00,final_action,01APR20,F,2.3326488706365502
EB4,2020-04-01,2022-08-01 00:00:00,final_action,01APR20,F,2.3326488706365502
EB3_OW,2019-05-08,2022-08-01 00:00:00,final_action,08MAY19,F,3.2334017796030117
EB3,2022-08-01,2022-08-01 00:00:00,final_action,C,C,0.0
EB2,2022-08-01,2022-08-01 00:00:00,final_action,C,C,0.0
EB5_HIGHUNEMP,2022-08-01,2022-08-01 00:00:00,final_action,C,C,0.0
EB4_RW,2022-07-01,2022-07-01 00:00:00,dates_for_filing,C,C,0.0
EB3,2022-07-01,2022-07-01 00:00:00,dates_for_filing,C,C,0.0
EB3_OW,2022-07-01,2022-07-01 00:00:00,dates_for_filing,C,C,0.0
EB4,2022-07-01,2022-07-01 00:00:00,dates_for_filing,C,C,0.0
EB5_INFRA,2022-07-01,2022-07-01 00:00:00,dates_for_filing,C,C,0.0
EB5_UNRESERVED,2022-07-01,2022-07-01 00:00:00,dates_for_filing,C,C,0.0
EB5_RURAL,2022-07-01,2022-07-01 00:00:00,dates_for_filing,C,C,0.0
EB5_HIGHUNEMP,2022-07-01,2022-07-01 00:00:00,dates_for_filing,C,C,0.0
EB2,2022-07-01,2022-07-01 00:00:00,dates_for_filing,C,C,0.0
EB1,2022-07-01,2022-07-01 00:00:00,dates_for_filing,C,C,0.0
EB5_INFRA,2022-07-01,2022-07-01 00:00:00,final_action,C,C,0.0
EB3_OW,2019-05-08,2022-07-01 00:00:00,final_action,08MAY19,F,3.1485284052019167
EB5_HIGHUNEMP,2022-07-01,2022-07-01 00:00:00,final_action,C,C,0.0
EB2,2022-07-01,2022-07-01 00:00:00,final_action,C,C,0.0
EB3,2022-07-01,2022-07-01 00:00:00,final_action,C,C,0.0
EB1,2022-07-01,2022-07-01 00:00:00,final_action,C,C,0.0
EB4,2020-04-01,2022-07-01 00:00:00,final_action,01APR20,F,2.2477754962354553
EB4_RW,2020-04-01,2022-07-01 00:00:00,final_action,01APR20,F,2.2477754962354553
EB5_UNRESERVED,2022-07-01,2022-07-01 00:00:00,final_action,C,C,0.0
EB5_RURAL,2022-07-01,2022-07-01 00:00:00,final_action,C,C,0.0
EB1,2022-06-01,2022-06-01 00:00:00,dates_for_filing,C,C,0.0
EB5_HIGHUNEMP,2022-06-01,2022-06-01 00:00:00,dates_for_filing,C,C,0.0
EB5_RURAL,2022-06-01,2022-06-01 00:00:00,dates_for_filing,C,C,0.0
EB5_UNRESERVED,2022-06-01,2022-06-01 00:00:00,dates_for_filing,C,C,0.0
EB4_RW,2022-06-01,2022-06-01 00:00:00,dates_for_filing,C,C,0.0
EB4,2022-06-01,2022-06-01 00:00:00,dates_for_filing,C,C,0.0
EB3_OW,2022-06-01,2022-06-01 00:00:00,dates_for_filing,C,C,0.0
EB3,2022-06-01,2022-06-01 00:00:00,dates_for_filing,C,C,0.0
EB2,2022-06-01,2022-06-01 00:00:00,dates_for_filing,C,C,0.0
EB5_INFRA,2022-06-01,2022-06-01 00:00:00,dates_for_filing,C,C,0.0
EB5_INFRA,2022-06-01,2022-06-01 00:00:00,final_action,C,C,0.0
EB3_OW,2019-05-08,2022-06-01 00:00:00,final_action,08MAY19,F,3.0663928815879533
EB5_HIGHUNEMP,2022-06-01,2022-06-01 00:00:00,final_action,C,C,0.0
EB2,2022-06-01,2022-06-01 00:00:00,final_action,C,C,0.0
EB3,2022-06-01,2022-06-01 00:00:00,final_action,C,C,0.0
EB1,2022-06-01,2022-06-01 00:00:00,final_action,C,C,0.0
EB4,2020-04-01,2022-06-01 00:00:00,final_action,01APR20,F,2.1656399726214923
EB4_RW,2020-04-01,2022-06-01 00:00:00,final_action,01APR20,F,2.1656399726214923
EB5_UNRESERVED,2022-06-01,2022-06-01 00:00:00,final_action,C,C,0.0
EB5_RURAL,2022-06-01,2022-06-01 00:00:00,final_action,C,C,0.0
EB1,2022-05-01,2022-05-01 00:00:00,dates_for_filing,C,C,0.0
EB5_INFRA,2022-05-01,2022-05-01 00:00:00,dates_for_filing,C,C,0.0
EB5_HIGHUNEMP,2022-05-01,2022-05-01 00:00:00,dates_for_filing,C,C,0.0
EB5_RURAL,2022-05-01,2022-05-01 00:00:00,dates_for_filing,C,C,0.0
EB4_RW,2022-05-01,2022-05-01 00:00:00,dates_for_filing,C,C,0.0
EB4,2022-05-01,2022-05-01 00:00:00,dates_for_filing,C,C,0.0
EB3_OW,2022-05-01,2022-05-01 00:00:00,dates_for_filing,C,C,0.0
EB3,2022-05-01,2022-05-01 00:00:00,dates_for_filing,C,C,0.0
EB2,2022-05-01,2022-05-01 00:00:00,dates_for_filing,C,C,0.0
EB5_UNRESERVED,2022-05-01,2022-05-01 00:00:00,dates_for_filing,C,C,0.0
EB5_INFRA,2022-05-01,2022-05-01 00:00:00,final_action,C,C,0.0
EB1,2022-05-01,2022-05-01 00:00:00,final_action,C,C,0.0
EB5_HIGHUNEMP,2022-05-01,2022-05-01 00:00:00,final_action,C,C,0.0
EB3,2022-05-01,2022-05-01 00:00:00,final_action,C,C,0.0
EB3_OW,2022-05-01,2022-05-01 00:00:00,final_action,C,C,0.0
EB2,2022-05-01,2022-05-01 00:00:00,final_action,C,C,0.0
EB4,2020-04-01,2022-05-01 00:00:00,final_action,01APR20,F,2.080766598220397
EB4_RW,2020-04-01,2022-05-01 00:00:00,final_action,01APR20,F,2.080766598220397
EB5_UNRESERVED,2022-05-01,2022-05-01 00:00:00,final_action,C,C,0.0
EB5_RURAL,2022-05-01,2022-05-01 00:00:00,final_action,C,C,0.0
EB1,2022-04-01,2022-04-01 00:00:00,dates_for_filing,C,C,0.0
EB5_RC,2022-04-01,2022-04-01 00:00:00,dates_for_filing,C,C,0.0
EB5_NONRC,2022-04-01,2022-04-01 00:00:00,dates_for_filing,C,C,0.0
EB4_RW,2022-04-01,2022-04-01 00:00:00,dates_for_filing,C,C,0.0
EB4,2022-04-01,2022-04-01 00:00:00,dates_for_filing,C,C,0.0
EB3_OW,2022-04-01,2022-04-01 00:00:00,dates_for_filing,C,C,0.0
EB3,2022-04-01,2022-04-01 00:00:00,dates_for_filing,C,C,0.0
EB2,2022-04-01,2022-04-01 00:00:00,dates_for_filing,C,C,0.0
EB5_NONRC,2022-04-01,2022-04-01 00:00:00,final_action,C,C,0.0
EB5_RC,,2022-04-01 00:00:00,final_action,U,U,
EB4_RW,,2022-04-01 00:00:00,final_action,U,U,
EB4,2020-04-01,2022-04-01 00:00:00,final_action,01APR20,F,1.998631074606434
EB3_OW,2022-04-01,2022-04-01 00:00:00,final_action,C,C,0.0
EB3,2022-04-01,2022-04-01 00:00:00,final_action,C,C,0.0
EB2,2022-04-01,2022-04-01 00:00:00,final_action,C,C,0.0
EB1,2022-04-01,2022-04-01 00:00:00,final_action,C,C,0.0
EB5_RC,2022-03-01,2022-03-01 00:00:00,dates_for_filing,C,C,0.0
EB5_NONRC,2022-03-01,2022-03-01 00:00:00,dates_for_filing,C,C,0.0
EB1,2022-03-01,2022-03-01 00:00:00,dates_for_filing,C,C,0.0
EB4,2022-03-01,2022-03-01 00:00:00,dates_for_filing,C,C,0.0
EB3_OW,2022-03-01,2022-03-01 00:00:00,dates_for_filing,C,C,0.0
EB3,2022-03-01,2022-03-01 00:00:00,dates_for_filing,C,C,0.0
EB2,2022-03-01,2022-03-01 00:00:00,dates_for_filing,C,C,0.0
EB4_RW,2022-03-01,2022-03-01 00:00:00,dates_for_filing,C,C,0.0
EB5_RC,,2022-03-01 00:00:00,final_action,U,U,
EB4_RW,,2022-03-01 00:00:00,final_action,U,U,
EB4,2020-04-01,2022-03-01 00:00:00,final_action,01APR20,F,1.9137577002053388
EB3_OW,2022-03-01,2022-03-01 00:00:00,final_action,C,C,0.0
EB3,2022-03-01,2022-03-01 00:00:00,final_action,C,C,0.0
EB2,2022-03-01,2022-03-01 00:00:00,final_action,C,C,0.0
EB1,2022-03-01,2022-03-01 00:00:00,final_action,C,C,0.0
EB5_NONRC,2022-03-01,2022-03-01 00:00:00,final_action,C,C,0.0
EB1,2022-02-01,2022-02-01 00:00:00,dates_for_filing,C,C,0.0
EB5_RC,2022-02-01,2022-02-01 00:00:00,dates_for_filing,C,C,0.0
EB5_NONRC,2022-02-01,2022-02-01 00:00:00,dates_for_filing,C,C,0.0
EB4_RW,2022-02-01,2022-02-01 00:00:00,dates_for_filing,C,C,0.0
EB4,2022-02-01,2022-02-01 00:00:00,dates_for_filing,C,C,0.0
EB3_OW,2022-02-01,2022-02-01 00:00:00,dates_for_filing,C,C,0.0
EB3,2022-02-01,2022-02-01 00:00:00,dates_for_filing,C,C,0.0
EB2,2022-02-01,2022-02-01 00:00:00,dates_for_filing,C,C,0.0
EB5_RC,,2022-02-01 00:00:00,final_action,U,U,
EB5_NONRC,2022-02-01,2022-02-01 00:00:00,final_action,C,C,0.0
EB4_RW,2020-04-01,2022-02-01 00:00:00,final_action,01APR20,F,1.83709787816564
EB4,2020-04-01,2022-02-01 00:00:00,final_action,01APR20,F,1.83709787816564
EB3_OW,2022-02-01,2022-02-01 00:00:00,final_action,C,C,0.0
EB3,2022-02-01,2022-02-01 00:00:00,final_action,C,C,0.0
EB2,2022-02-01,2022-02-01 00:00:00,final_action,C,C,0.0
EB1,2022-02-01,2022-02-01 00:00:00,final_action,C,C,0.0
EB5_RC,2022-01-01,2022-01-01 00:00:00,dates_for_filing,C,C,0.0
EB5_NONRC,2022-01-01,2022-01-01 00:00:00,dates_for_filing,C,C,0.0
EB4_RW,2022-01-01,2022-01-01 00:00:00,dates_for_filing,C,C,0.0
EB4,2022-01-01,2022-01-01 00:00:00,dates_for_filing,C,C,0.0
EB3_OW,2022-01-01,2022-01-01 00:00:00,dates_for_filing,C,C,0.0
EB3,2022-01-01,2022-01-01 00:00:00,dates_for_filing,C,C,0.0
EB2,2022-01-01,2022-01-01 00:00:00,dates_for_filing,C,C,0.0
EB1,2022-01-01,2022-01-01 00:00:00,dates_for_filing,C,C,0.0
EB5_RC,,2022-01-01 00:00:00,final_action,U,U,
EB5_NONRC,2022-01-01,2022-01-01 00:00:00,final_action,C,C,0.0
EB4_RW,2020-04-01,2022-01-01 00:00:00,final_action,01APR20,F,1.7522245037645447
EB4,2020-04-01,2022-01-01 00:00:00,final_action,01APR20,F,1.7522245037645447
EB3_OW,2022-01-01,2022-01-01 00:00:00,final_action,C,C,0.0
EB3,2022-01-01,2022-01-01 00:00:00,final_action,C,C,0.0
EB2,2022-01-01,2022-01-01 00:00:00,final_action,C,C,0.0
EB1,2022-01-01,2022-01-01 00:00:00,final_action,C,C,0.0
EB5_RC,2021-12-01,2021-12-01 00:00:00,dates_for_filing,C,C,0.0
EB5_NONRC,2021-12-01,2021-12-01 00:00:00,dates_for_filing,C,C,0.0
EB4_RW,2021-12-01,2021-12-01 00:00:00,dates_for_filing,C,C,0.0
EB4,2021-12-01,2021-12-01 00:00:00,dates_for_filing,C,C,0.0
EB3_OW,2021-12-01,2021-12-01 00:00:00,dates_for_filing,C,C,0.0
EB3,2021-12-01,2021-12-01 00:00:00,dates_for_filing,C,C,0.0
EB2,2021-12-01,2021-12-01 00:00:00,dates_for_filing,C,C,0.0
EB1,2021-12-01,2021-12-01 00:00:00,dates_for_filing,C,C,0.0
EB5_RC,,2021-12-01 00:00:00,final_action,U,U,
EB5_NONRC,2021-12-01,2021-12-01 00:00:00,final_action,C,C,0.0
EB4_RW,2020-04-01,2021-12-01 00:00:00,final_action,01APR20,F,1.6673511293634498
EB4,2020-04-01,2021-12-01 00:00:00,final_action,01APR20,F,1.6673511293634498
EB3_OW,2021-12-01,2021-12-01 00:00:00,final_action,C,C,0.0
EB3,2021-12-01,2021-12-01 00:00:00,final_action,C,C,0.0
EB2,2021-12-01,2021-12-01 00:00:00,final_action,C,C,0.0
EB1,2021-12-01,2021-12-01 00:00:00,final_action,C,C,0.0
EB1,2021-11-01,2021-11-01 00:00:00,dates_for_filing,C,C,0.0
EB5_RC,2021-11-01,2021-11-01 00:00:00,dates_for_filing,C,C,0.0
EB5_NONRC,2021-11-01,2021-11-01 00:00:00,dates_for_filing,C,C,0.0
EB4_RW,2021-11-01,2021-11-01 00:00:00,dates_for_filing,C,C,0.0
EB4,2021-11-01,2021-11-01 00:00:00,dates_for_filing,C,C,0.0
EB3_OW,2021-11-01,2021-11-01 00:00:00,dates_for_filing,C,C,0.0
EB3,2021-11-01,2021-11-01 00:00:00,dates_for_filing,C,C,0.0
EB2,2021-11-01,2021-11-01 00:00:00,dates_for_filing,C,C,0.0
EB3_OW,2021-11-01,2021-11-01 00:00:00,final_action,C,C,0.0
EB5_RC,,2021-11-01 00:00:00,final_action,U,U,
EB4_RW,2020-04-01,2021-11-01 00:00:00,final_action,01APR20,F,1.5852156057494866
EB4,2020-04-01,2021-11-01 00:00:00,final_action,01APR20,F,1.5852156057494866
EB1,2021-11-01,2021-11-01 00:00:00,final_action,C,C,0.0
EB3,2021-11-01,2021-11-01 00:00:00,final_action,C,C,0.0
