unique_id,ds,y,AutoNHITS
philippines/family/F3,2024-12-01,10112.0,10112.01720864512
philippines/family/F3,2025-01-01,10173.0,10114.025048971176
philippines/family/F3,2025-02-01,10173.0,10218.243041992188
philippines/family/F3,2025-03-01,10248.0,10182.712719917297
philippines/family/F3,2025-04-01,10307.0,10284.461391448975
philippines/family/F3,2025-05-01,10491.0,10363.748874664307
philippines/family/F3,2025-06-01,10491.0,10535.664581298828
philippines/family/F3,2025-07-01,10561.0,10489.517840623856
philippines/family/F3,2025-08-01,10561.0,10598.654468536377
philippines/family/F3,2025-09-01,10713.0,10551.28944015503
philippines/family/F3,2025-10-01,10857.0,10805.317848205566
philippines/family/F3,2025-11-01,10857.0,11001.90705871582
philippines/family/F3,2025-12-01,10897.0,10876.28730583191
philippines/family/F3,2026-01-01,11017.0,10941.390213012695
philippines/family/F3,2026-02-01,11017.0,11092.408393859863
philippines/family/F3,2026-03-01,11017.0,11023.443034648895
philippines/family/F3,2026-04-01,11139.0,11022.230684280396
philippines/family/F3,2026-05-01,11283.0,11239.790390014648
philippines/family/F3,2026-06-01,11283.0,11415.52621459961
philippines/family/F3,2026-07-01,11375.0,11280.269649982452
philippines/family/F4,2024-08-01,10623.0,10686.210662841797
philippines/family/F4,2024-09-01,10623.0,10635.838244438171
philippines/family/F4,2024-10-01,10623.0,10622.271117687225
philippines/family/F4,2024-11-01,10623.0,10626.885182619095
philippines/family/F4,2024-12-01,10623.0,10628.361939430237
philippines/family/F4,2025-01-01,10713.0,10629.366225719452
philippines/family/F4,2025-02-01,10713.0,10805.184677124023
philippines/family/F4,2025-03-01,10880.0,10721.553157806396
philippines/family/F4,2025-04-01,10958.0,10964.605865478516
philippines/family/F4,2025-05-01,11109.0,11042.085151672363
philippines/family/F4,2025-06-01,11109.0,11214.56167602539
philippines/family/F4,2025-07-01,11323.0,11100.357907295227
philippines/family/F4,2025-08-01,11323.0,11444.833869934082
philippines/family/F4,2025-09-01,11323.0,11321.270190954208
philippines/family/F4,2025-10-01,11403.0,11335.987292289734
philippines/family/F4,2025-11-01,11403.0,11493.039459228516
philippines/family/F4,2025-12-01,11518.0,11415.486483573914
philippines/family/F4,2026-01-01,11525.0,11604.97785949707
philippines/family/F4,2026-02-01,11525.0,11536.411664009094
philippines/family/F4,2026-03-01,11566.0,11525.011419803835
philippines/family/F4,2026-04-01,11719.0,11598.750373840332
philippines/family/F4,2026-05-01,11883.0,11772.025333404541
philippines/family/F4,2026-06-01,11883.0,12025.272537231445
philippines/family/F4,2026-07-01,11900.0,11902.13284111023
