unique_id,ds,y,AutoTiDE
philippines/family/F4,2025-01-01,10713.0,10622.941044442356
philippines/family/F4,2025-02-01,10713.0,10718.253261089325
philippines/family/F4,2025-03-01,10880.0,10718.013587474823
philippines/family/F4,2025-04-01,10958.0,10888.735478401184
philippines/family/F4,2025-05-01,11109.0,10965.746248722076
philippines/family/F4,2025-06-01,11109.0,11120.291854858398
philippines/family/F4,2025-07-01,11323.0,11112.835309267044
philippines/family/F4,2025-08-01,11323.0,11333.337383270264
philippines/family/F4,2025-09-01,11323.0,11326.838949680328
philippines/family/F4,2025-10-01,11403.0,11325.756177902222
philippines/family/F4,2025-11-01,11403.0,11403.842849195004
philippines/family/F4,2025-12-01,11518.0,11406.08863902092
philippines/family/F4,2026-01-01,11525.0,11521.347464561462
philippines/family/F4,2026-02-01,11525.0,11529.840133666992
philippines/family/F4,2026-03-01,11566.0,11530.504941940308
philippines/family/F4,2026-04-01,11719.0,11566.79831200838
philippines/family/F4,2026-05-01,11883.0,11728.127376556396
philippines/family/F4,2026-06-01,11883.0,11932.302158355713
philippines/family/F4,2026-07-01,11900.0,11930.654312133789
