unique_id,ds,y,AutoBiTCN
china/family/F4,2025-03-01,11900.0,11899.802442729473
china/family/F4,2025-04-01,11900.0,11899.611626148224
china/family/F4,2025-05-01,12053.0,11899.585258096457
china/family/F4,2025-06-01,12053.0,12059.718040466309
china/family/F4,2025-07-01,12053.0,12058.529411792755
china/family/F4,2025-08-01,12053.0,12055.276060581207
china/family/F4,2025-09-01,12053.0,12054.893454432487
china/family/F4,2025-10-01,12060.0,12050.990854978561
china/family/F4,2025-11-01,12060.0,12057.636558055878
china/family/F4,2025-12-01,12060.0,12060.372582405806
china/family/F4,2026-01-01,12060.0,12061.024338722229
china/family/F4,2026-02-01,12060.0,12060.7911388278
china/family/F4,2026-03-01,12060.0,12060.478772610426
china/family/F4,2026-04-01,12212.0,12060.024586688727
china/family/F4,2026-05-01,12311.0,12220.678479194641
china/family/F4,2026-06-01,12365.0,12324.64873790741
china/family/F4,2026-07-01,12419.0,12376.179812431335
india/family/F1,2024-08-01,14904.0,14911.145458221436
india/family/F1,2024-09-01,14904.0,14910.206599235535
india/family/F1,2024-10-01,14904.0,14903.095079123974
india/family/F1,2024-11-01,14904.0,14903.042482197285
india/family/F1,2024-12-01,14904.0,14901.916621208191
india/family/F1,2025-01-01,14935.0,14902.140672206879
india/family/F1,2025-02-01,14935.0,14936.948394060135
india/family/F1,2025-03-01,14935.0,14937.161257266998
india/family/F1,2025-04-01,15049.0,14934.93183413893
india/family/F1,2025-05-01,15049.0,15056.732012748718
india/family/F1,2025-06-01,15134.0,15052.807747602463
india/family/F1,2025-07-01,15171.0,15139.368486404419
india/family/F1,2025-08-01,15171.0,15179.261629104614
india/family/F1,2025-09-01,15171.0,15170.035816848278
india/family/F1,2025-10-01,15287.0,15167.836319446564
india/family/F1,2025-11-01,15287.0,15291.152992248535
india/family/F1,2025-12-01,15287.0,15288.85363805294
india/family/F1,2026-01-01,15287.0,15285.19736790657
india/family/F1,2026-02-01,15287.0,15288.738369822502
india/family/F1,2026-03-01,15287.0,15284.650430440903
india/family/F1,2026-04-01,15461.0,15283.036487340927
india/family/F1,2026-05-01,15584.0,15468.531370162964
india/family/F1,2026-06-01,15584.0,15597.755306243896
india/family/F1,2026-07-01,15737.0,15590.98087978363
india/family/F2A,2024-08-01,17120.0,17176.303009033203
india/family/F2A,2024-09-01,17120.0,17136.70051383972
india/family/F2A,2024-10-01,17127.0,17123.690409183502
india/family/F2A,2024-11-01,17167.0,17126.66175341606
india/family/F2A,2024-12-01,17167.0,17173.421092510223
india/family/F2A,2025-01-01,17167.0,17176.409447669983
india/family/F2A,2025-02-01,17167.0,17172.562747001648
india/family/F2A,2025-03-01,17167.0,17171.399879455566
india/family/F2A,2025-04-01,17167.0,17156.54193687439
india/family/F2A,2025-05-01,17167.0,17158.763696670532
india/family/F2A,2025-06-01,17167.0,17160.33131504059
india/family/F2A,2025-07-01,17410.0,17160.68386554718
india/family/F2A,2025-08-01,17410.0,17420.1961479187
india/family/F2A,2025-09-01,17410.0,17418.258423805237
india/family/F2A,2025-10-01,17928.0,17410.342276990414
india/family/F2A,2025-11-01,17928.0,17956.070667266846
india/family/F2A,2025-12-01,17928.0,17941.228573799133
india/family/F2A,2026-01-01,17928.0,17929.44102358818
india/family/F2A,2026-02-01,17928.0,17934.866330623627
india/family/F2A,2026-03-01,17928.0,17923.716928958893
india/family/F2A,2026-04-01,17928.0,17918.16966342926
india/family/F2A,2026-05-01,18110.0,17926.208948731422
india/family/F2A,2026-06-01,18263.0,18124.355887413025
india/family/F2A,2026-07-01,18263.0,18285.94375228882
india/family/F2B,2024-08-01,15096.0,15098.988362073898
india/family/F2B,2024-09-01,15096.0,15098.697311878204
india/family/F2B,2024-10-01,15096.0,15094.811289072037
india/family/F2B,2024-11-01,15096.0,15094.953696250916
india/family/F2B,2024-12-01,15096.0,15094.967900276184
india/family/F2B,2025-01-01,15117.0,15095.440414965153
india/family/F2B,2025-02-01,15117.0,15118.514553308487
india/family/F2B,2025-03-01,15117.0,15118.330164551735
india/family/F2B,2025-04-01,15178.0,15116.765378132463
india/family/F2B,2025-05-01,15178.0,15182.587567329407
india/family/F2B,2025-06-01,15240.0,15179.952081084251
india/family/F2B,2025-07-01,15263.0,15243.71149468422
india/family/F2B,2025-08-01,15263.0,15268.353083133698
india/family/F2B,2025-09-01,15263.0,15262.451592504978
india/family/F2B,2025-10-01,15301.0,15261.144442677498
india/family/F2B,2025-11-01,15310.0,15301.751119315624
india/family/F2B,2025-12-01,15310.0,15310.998530566692
india/family/F2B,2026-01-01,15310.0,15309.398186087608
