unique_id,ds,y,control-patchtst
china/family/F1,2025-06-01,15134.0,15054.657713413239
china/family/F1,2025-07-01,15171.0,15168.870082855225
china/family/F1,2025-08-01,15171.0,15195.701845169067
china/family/F1,2025-09-01,15171.0,15174.925781726837
china/family/F1,2025-10-01,15287.0,15176.073690891266
china/family/F1,2025-11-01,15287.0,15312.784173965454
china/family/F1,2025-12-01,15287.0,15294.455068588257
china/family/F1,2026-01-01,15287.0,15300.584476470947
china/family/F1,2026-02-01,15287.0,15296.132645606995
china/family/F1,2026-03-01,15287.0,15295.023097038269
china/family/F1,2026-04-01,15461.0,15304.777235031128
china/family/F1,2026-05-01,15584.0,15488.223993301392
china/family/F1,2026-06-01,15584.0,15630.801078796387
china/family/F1,2026-07-01,15737.0,15598.169878959656
china/family/F1,2026-08-01,16054.0,15770.00634765625
china/family/F1,2026-09-01,16457.0,16078.74499130249
china/family/F2A,2024-10-01,17127.0,17215.854209899902
china/family/F2A,2024-11-01,17167.0,17123.736095428467
china/family/F2A,2024-12-01,17167.0,17174.225677490234
china/family/F2A,2025-01-01,17167.0,17198.069692611694
china/family/F2A,2025-02-01,17167.0,17166.567779541016
china/family/F2A,2025-03-01,17167.0,17155.013820648193
china/family/F2A,2025-04-01,17167.0,17141.1368560791
china/family/F2A,2025-05-01,17167.0,17195.555404663086
china/family/F2A,2025-06-01,17167.0,17183.776260375977
china/family/F2A,2025-07-01,17410.0,17141.912929534912
china/family/F2A,2025-08-01,17410.0,17464.759742736816
china/family/F2A,2025-09-01,17410.0,17412.625589370728
china/family/F2A,2025-10-01,17928.0,17418.322918891907
china/family/F2A,2025-11-01,17928.0,18028.764030456543
china/family/F2A,2025-12-01,17928.0,17932.144205093384
china/family/F2A,2026-01-01,17928.0,17932.80722475052
china/family/F2A,2026-02-01,17928.0,17927.944903999567
china/family/F2A,2026-03-01,17928.0,17921.87303876877
china/family/F2A,2026-04-01,17928.0,17922.797178268433
china/family/F2A,2026-05-01,18110.0,17936.72983264923
china/family/F2A,2026-06-01,18263.0,18234.541870117188
china/family/F2A,2026-07-01,18263.0,18383.692825317383
china/family/F2A,2026-08-01,18830.0,18285.5115070343
china/family/F2A,2026-09-01,18861.0,18870.35245513916
china/family/F4,2024-10-01,11900.0,11900.48826816678
china/family/F4,2024-11-01,11900.0,11901.918266296387
china/family/F4,2024-12-01,11900.0,11901.5723798275
china/family/F4,2025-01-01,11900.0,11905.736867427826
china/family/F4,2025-02-01,11900.0,11901.230241179466
china/family/F4,2025-03-01,11900.0,11901.342544078827
china/family/F4,2025-04-01,11900.0,11901.043130397797
china/family/F4,2025-05-01,12053.0,11905.943189620972
china/family/F4,2025-06-01,12053.0,12046.849431991577
china/family/F4,2025-07-01,12053.0,12056.906132221222
china/family/F4,2025-08-01,12053.0,12054.87149989605
china/family/F4,2025-09-01,12053.0,12057.478416919708
china/family/F4,2025-10-01,12060.0,12051.003206968307
china/family/F4,2025-11-01,12060.0,12066.65526676178
china/family/F4,2025-12-01,12060.0,12062.71415925026
china/family/F4,2026-01-01,12060.0,12067.036675930023
china/family/F4,2026-02-01,12060.0,12062.114518880844
china/family/F4,2026-03-01,12060.0,12063.618354558945
china/family/F4,2026-04-01,12212.0,12063.576758384705
china/family/F4,2026-05-01,12311.0,12241.003301620483
china/family/F4,2026-06-01,12365.0,12333.544666290283
china/family/F4,2026-07-01,12419.0,12395.319990158081
china/family/F4,2026-08-01,12662.0,12443.72401046753
china/family/F4,2026-09-01,13443.0,12679.867324829102
india/employment/EB1,2024-10-01,17198.0,17954.014038085938
india/employment/EB1,2024-11-01,17198.0,17190.864330291748
india/employment/EB1,2024-12-01,17198.0,17224.35103225708
india/employment/EB1,2025-01-01,17198.0,17371.443557739258
india/employment/EB1,2025-02-01,17198.0,17227.27897834778
india/employment/EB1,2025-03-01,17198.0,17163.860221862793
india/employment/EB1,2025-04-01,17212.0,17106.207984924316
india/employment/EB1,2025-05-01,17212.0,17222.978875160217
india/employment/EB1,2025-06-01,17212.0,17207.154992580414
india/employment/EB1,2025-07-01,17212.0,17203.638236045837
india/employment/EB1,2025-08-01,17212.0,17207.942650318146
india/employment/EB1,2025-09-01,17212.0,17217.594156742096
india/employment/EB1,2025-10-01,17212.0,17262.724250793457
india/employment/EB1,2025-11-01,17212.0,17185.527727127075
india/employment/EB1,2025-12-01,17240.0,17278.95484161377
india/employment/EB1,2026-01-01,17563.0,17277.61463546753
india/employment/EB1,2026-02-01,17563.0,17734.47120666504
india/employment/EB1,2026-03-01,17591.0,17589.294855117798
india/employment/EB1,2026-04-01,17622.0,17584.73376083374
india/employment/EB1,2026-05-01,17622.0,17621.469116449356
india/employment/EB1,2026-06-01,17515.0,17610.08402824402
india/employment/EB1,2026-07-01,17454.0,17456.730365753174
india/employment/EB1,2026-08-01,17454.0,17431.777185440063
india/employment/EB1,2026-09-01,17454.0,17491.3168258667
india/employment/EB2,2024-07-01,13680.0,13626.48230791092
india/employment/EB2,2024-08-01,13710.0,13696.402744293213
india/employment/EB2,2024-09-01,13710.0,13737.046369552612
india/employment/EB2,2024-10-01,13710.0,13739.099433898926
india/employment/EB2,2024-11-01,13710.0,13703.44884300232
india/employment/EB2,2024-12-01,13727.0,13693.432752609253
india/employment/EB2,2025-01-01,13788.0,13731.709736347198
india/employment/EB2,2025-02-01,13802.0,13815.773405075073
india/employment/EB2,2025-03-01,13849.0,13799.37418794632
india/employment/EB2,2025-04-01,13880.0,13867.156135559082
india/employment/EB2,2025-05-01,13880.0,13896.6780128479
india/employment/EB2,2025-06-01,13880.0,13868.8010263443
india/employment/EB2,2025-07-01,13880.0,13870.96826839447
india/employment/EB2,2025-08-01,13880.0,13872.480387210846
india/employment/EB2,2025-09-01,13880.0,13870.027080535889
india/employment/EB2,2025-10-01,13970.0,13873.918902397156
india/employment/EB2,2025-11-01,13970.0,14008.95528793335
india/employment/EB2,2025-12-01,14014.0,13973.527271986008
india/employment/EB2,2026-01-01,14075.0,14050.485286712646
india/employment/EB2,2026-02-01,14075.0,14112.54499053955
india/employment/EB2,2026-03-01,14137.0,14084.428685188293
india/employment/EB2,2026-04-01,14440.0,14181.362880706787
india/employment/EB2,2026-05-01,14440.0,14457.65789604187
india/employment/EB2,2026-06-01,14123.0,14455.032302856445
india/employment/EB3,2024-10-01,13819.0,13948.250366210938
india/employment/EB3,2024-11-01,13819.0,13805.85073184967
india/employment/EB3,2024-12-01,13826.0,13828.071654319763
india/employment/EB3,2025-01-01,13849.0,13829.019389152527
india/employment/EB3,2025-02-01,13863.0,13859.394163131714
india/employment/EB3,2025-03-01,13911.0,13874.882100105286
india/employment/EB3,2025-04-01,13970.0,13948.152156829834
india/employment/EB3,2025-05-01,13984.0,13994.11847114563
india/employment/EB3,2025-06-01,13984.0,13985.451898694038
india/employment/EB3,2025-07-01,13991.0,13967.49666595459
india/employment/EB3,2025-08-01,14021.0,14000.365575790405
india/employment/EB3,2025-09-01,14021.0,14032.72139453888
india/employment/EB3,2025-10-01,14113.0,14027.07609796524
india/employment/EB3,2025-11-01,14113.0,14146.250713348389
india/employment/EB3,2025-12-01,14144.0,14113.873528122902
india/employment/EB3,2026-01-01,14198.0,14174.553831100464
india/employment/EB3,2026-02-01,14198.0,14231.128273010254
india/employment/EB3,2026-03-01,14198.0,14203.119164943695
india/employment/EB3,2026-04-01,14198.0,14208.554522514343
india/employment/EB3,2026-05-01,14198.0,14192.478768348694
india/employment/EB3,2026-06-01,14228.0,14197.460488796234
