unique_id,ds,y,control-bitcn
china/family/F2B,2025-06-01,15240.0,15178.282890290022
china/family/F2B,2025-07-01,15263.0,15240.431360840797
china/family/F2B,2025-08-01,15263.0,15263.350400209427
china/family/F2B,2025-09-01,15263.0,15263.371775180101
china/family/F2B,2025-10-01,15301.0,15263.405384361744
china/family/F2B,2025-11-01,15310.0,15301.431994378567
china/family/F2B,2025-12-01,15310.0,15310.413521677256
china/family/F2B,2026-01-01,15310.0,15310.499532580376
china/family/F2B,2026-02-01,15310.0,15310.392447710037
china/family/F2B,2026-03-01,15310.0,15310.375883668661
china/family/F2B,2026-04-01,15482.0,15310.384331077337
china/family/F2B,2026-05-01,15482.0,15482.555797278881
china/family/F2B,2026-06-01,15605.0,15482.511567771435
china/family/F2B,2026-07-01,15666.0,15605.685742080212
china/family/F2B,2026-08-01,15706.0,15666.64546829462
china/family/F2B,2026-09-01,16304.0,15706.68356102705
china/family/F3,2024-10-01,12874.0,12874.505068600178
china/family/F3,2024-11-01,12888.0,12874.49469280243
china/family/F3,2024-12-01,12888.0,12888.42000925541
china/family/F3,2025-01-01,12965.0,12888.574033915997
china/family/F3,2025-02-01,12965.0,12965.436066448689
china/family/F3,2025-03-01,12965.0,12965.632018387318
china/family/F3,2025-04-01,13239.0,12965.531788349152
china/family/F3,2025-05-01,13239.0,13239.878101170063
china/family/F3,2025-06-01,13321.0,13239.722270011902
china/family/F3,2025-07-01,13361.0,13321.951192080975
china/family/F3,2025-08-01,13361.0,13361.859332740307
china/family/F3,2025-09-01,13361.0,13361.862575650215
china/family/F3,2025-10-01,13399.0,13361.844148516655
china/family/F3,2025-11-01,13399.0,13400.050406694412
china/family/F3,2025-12-01,13399.0,13399.65752530098
china/family/F3,2026-01-01,13399.0,13399.903675854206
china/family/F3,2026-02-01,13399.0,13399.829027175903
china/family/F3,2026-03-01,13399.0,13399.631686329842
china/family/F3,2026-04-01,13504.0,13399.984800696373
china/family/F3,2026-05-01,13559.0,13504.724455058575
china/family/F3,2026-06-01,13559.0,13559.877791285515
china/family/F3,2026-07-01,13619.0,13559.675510048866
china/family/F3,2026-08-01,13649.0,13619.815142393112
china/family/F3,2026-09-01,14539.0,13649.72803157568
china/family/F4,2024-10-01,11900.0,11900.136468484998
china/family/F4,2024-11-01,11900.0,11900.123912602663
china/family/F4,2024-12-01,11900.0,11900.124631747603
china/family/F4,2025-01-01,11900.0,11900.14659127593
china/family/F4,2025-02-01,11900.0,11900.102186955512
china/family/F4,2025-03-01,11900.0,11900.17176514864
china/family/F4,2025-04-01,11900.0,11900.08088811487
china/family/F4,2025-05-01,12053.0,11900.142339125276
china/family/F4,2025-06-01,12053.0,12053.369884997606
china/family/F4,2025-07-01,12053.0,12053.277771234512
china/family/F4,2025-08-01,12053.0,12053.450188159943
china/family/F4,2025-09-01,12053.0,12053.300552904606
china/family/F4,2025-10-01,12060.0,12053.368465542793
china/family/F4,2025-11-01,12060.0,12060.31340187788
china/family/F4,2025-12-01,12060.0,12060.30600938201
china/family/F4,2026-01-01,12060.0,12060.297341257334
china/family/F4,2026-02-01,12060.0,12060.259686678648
china/family/F4,2026-03-01,12060.0,12060.389249414206
china/family/F4,2026-04-01,12212.0,12060.274699002504
china/family/F4,2026-05-01,12311.0,12212.555784881115
china/family/F4,2026-06-01,12365.0,12311.52155470848
china/family/F4,2026-07-01,12419.0,12365.617275178432
china/family/F4,2026-08-01,12662.0,12419.624130785465
china/family/F4,2026-09-01,13443.0,12662.873294830322
india/employment/EB1,2024-10-01,17198.0,17229.384601593018
india/employment/EB1,2024-11-01,17198.0,17228.02843284607
india/employment/EB1,2024-12-01,17198.0,17201.41044306755
india/employment/EB1,2025-01-01,17198.0,17196.29100883007
india/employment/EB1,2025-02-01,17198.0,17204.441614627838
india/employment/EB1,2025-03-01,17198.0,17202.42815876007
india/employment/EB1,2025-04-01,17212.0,17200.67600083351
india/employment/EB1,2025-05-01,17212.0,17219.29298019409
india/employment/EB1,2025-06-01,17212.0,17218.236694812775
india/employment/EB1,2025-07-01,17212.0,17220.742646217346
india/employment/EB1,2025-08-01,17212.0,17222.37029838562
india/employment/EB1,2025-09-01,17212.0,17217.9610414505
india/employment/EB1,2025-10-01,17212.0,17217.500807762146
india/employment/EB1,2025-11-01,17212.0,17217.562586784363
india/employment/EB1,2025-12-01,17240.0,17224.49685382843
india/employment/EB1,2026-01-01,17563.0,17251.760180473328
india/employment/EB1,2026-02-01,17563.0,17574.52426624298
india/employment/EB1,2026-03-01,17591.0,17573.449933052063
india/employment/EB1,2026-04-01,17622.0,17599.463408470154
india/employment/EB1,2026-05-01,17622.0,17627.418451309204
india/employment/EB1,2026-06-01,17515.0,17629.789223194122
india/employment/EB1,2026-07-01,17454.0,17517.724855184555
india/employment/EB1,2026-08-01,17454.0,17461.251401424408
india/employment/EB1,2026-09-01,17454.0,17458.74254322052
india/employment/EB2,2024-07-01,13680.0,13620.534577012062
india/employment/EB2,2024-08-01,13710.0,13681.629894256592
india/employment/EB2,2024-09-01,13710.0,13712.053309679031
india/employment/EB2,2024-10-01,13710.0,13712.256098508835
india/employment/EB2,2024-11-01,13710.0,13711.129252552986
india/employment/EB2,2024-12-01,13727.0,13710.965891242027
india/employment/EB2,2025-01-01,13788.0,13727.901125788689
india/employment/EB2,2025-02-01,13802.0,13791.22362780571
india/employment/EB2,2025-03-01,13849.0,13805.216802120209
india/employment/EB2,2025-04-01,13880.0,13852.325885772705
india/employment/EB2,2025-05-01,13880.0,13883.361431360245
india/employment/EB2,2025-06-01,13880.0,13882.902337551117
india/employment/EB2,2025-07-01,13880.0,13881.846675157547
india/employment/EB2,2025-08-01,13880.0,13882.698807954788
india/employment/EB2,2025-09-01,13880.0,13881.022785902023
india/employment/EB2,2025-10-01,13970.0,13882.312674045563
india/employment/EB2,2025-11-01,13970.0,13971.162443876266
india/employment/EB2,2025-12-01,14014.0,13971.080811142921
india/employment/EB2,2026-01-01,14075.0,14015.234032511711
india/employment/EB2,2026-02-01,14075.0,14076.037299275398
india/employment/EB2,2026-03-01,14137.0,14075.755282402039
india/employment/EB2,2026-04-01,14440.0,14137.934319257736
india/employment/EB2,2026-05-01,14440.0,14440.962936878204
india/employment/EB2,2026-06-01,14123.0,14441.020899653435
india/employment/EB3,2024-10-01,13819.0,13813.06049823761
india/employment/EB3,2024-11-01,13819.0,13823.33471250534
india/employment/EB3,2024-12-01,13826.0,13821.267591953278
india/employment/EB3,2025-01-01,13849.0,13828.641046762466
india/employment/EB3,2025-02-01,13863.0,13850.544579029083
india/employment/EB3,2025-03-01,13911.0,13864.988149166107
india/employment/EB3,2025-04-01,13970.0,13913.385924816132
india/employment/EB3,2025-05-01,13984.0,13972.598971128464
india/employment/EB3,2025-06-01,13984.0,13988.173753738403
india/employment/EB3,2025-07-01,13991.0,13987.486476182938
india/employment/EB3,2025-08-01,14021.0,13991.096573859453
india/employment/EB3,2025-09-01,14021.0,14021.108678728342
india/employment/EB3,2025-10-01,14113.0,14020.376503109932
india/employment/EB3,2025-11-01,14113.0,14114.765251755714
india/employment/EB3,2025-12-01,14144.0,14113.99717259407
india/employment/EB3,2026-01-01,14198.0,14145.524376034737
india/employment/EB3,2026-02-01,14198.0,14205.917883872986
india/employment/EB3,2026-03-01,14198.0,14205.858885765076
india/employment/EB3,2026-04-01,14198.0,14203.647203922272
india/employment/EB3,2026-05-01,14198.0,14204.19741153717
india/employment/EB3,2026-06-01,14228.0,14203.367413043976
india/employment/EB3,2026-07-01,14245.0,14234.83137845993
india/employment/EB3,2026-08-01,14245.0,14251.844552993774
india/employment/EB3,2026-09-01,14245.0,14252.164988040924
india/employment/EB3_OW,2024-10-01,13819.0,13813.06049823761
india/employment/EB3_OW,2024-11-01,13819.0,13823.33471250534
