unique_id,ds,y,control-bitcn
all_chargeability/family/F2A,2025-07-01,17410.0,17173.85048675537
all_chargeability/family/F2A,2025-08-01,17410.0,17419.0263671875
all_chargeability/family/F2A,2025-09-01,17410.0,17410.97239589691
all_chargeability/family/F2A,2025-10-01,17928.0,17410.986500620842
all_chargeability/family/F2A,2025-11-01,17928.0,17927.94227102399
all_chargeability/family/F2A,2025-12-01,17928.0,17933.374846458435
all_chargeability/family/F2A,2026-01-01,17928.0,17933.038711071014
all_chargeability/family/F2A,2026-02-01,17928.0,17932.330947875977
all_chargeability/family/F2A,2026-03-01,17928.0,17931.19812130928
all_chargeability/family/F2A,2026-04-01,17928.0,17931.438871860504
all_chargeability/family/F2A,2026-05-01,18110.0,17930.384702444077
all_chargeability/family/F2A,2026-06-01,18263.0,18112.601854085922
all_chargeability/family/F2A,2026-07-01,18263.0,18264.76520574093
all_chargeability/family/F2A,2026-08-01,18830.0,18266.280702352524
all_chargeability/family/F2A,2026-09-01,18861.0,18832.21316885948
china/employment/EB1,2024-10-01,17478.0,17485.070811271667
china/employment/EB1,2024-11-01,17478.0,17491.97598552704
china/employment/EB1,2024-12-01,17478.0,17485.022980213165
china/employment/EB1,2025-01-01,17478.0,17478.22043247521
china/employment/EB1,2025-02-01,17478.0,17478.52761811018
china/employment/EB1,2025-03-01,17478.0,17478.405655235052
china/employment/EB1,2025-04-01,17478.0,17478.377941459417
china/employment/EB1,2025-05-01,17478.0,17479.097818374634
china/employment/EB1,2025-06-01,17478.0,17478.97879099846
china/employment/EB1,2025-07-01,17485.0,17478.977037250996
china/employment/EB1,2025-08-01,17485.0,17485.95790886879
china/employment/EB1,2025-09-01,17485.0,17485.901098251343
china/employment/EB1,2025-10-01,17522.0,17485.63119482994
china/employment/EB1,2025-11-01,17522.0,17522.77735376358
china/employment/EB1,2025-12-01,17553.0,17522.39153689146
china/employment/EB1,2026-01-01,17563.0,17553.775836527348
china/employment/EB1,2026-02-01,17563.0,17563.391086161137
china/employment/EB1,2026-03-01,17591.0,17563.41081675887
china/employment/EB1,2026-04-01,17622.0,17591.405244231224
china/employment/EB1,2026-05-01,17622.0,17622.424312621355
china/employment/EB1,2026-06-01,17622.0,17622.36374616623
china/employment/EB1,2026-07-01,17683.0,17622.31369230151
china/employment/EB1,2026-08-01,17713.0,17683.37220621109
china/employment/EB1,2026-09-01,17713.0,17713.387430399656
china/employment/EB2,2024-10-01,16517.0,16496.552880704403
china/employment/EB2,2024-11-01,16517.0,16517.51700681448
china/employment/EB2,2024-12-01,16517.0,16517.310346335173
china/employment/EB2,2025-01-01,16548.0,16517.369495540857
china/employment/EB2,2025-02-01,16548.0,16548.278300344944
china/employment/EB2,2025-03-01,16564.0,16548.272734612226
china/employment/EB2,2025-04-01,16710.0,16564.30010998249
china/employment/EB2,2025-05-01,16710.0,16710.48577427864
china/employment/EB2,2025-06-01,16771.0,16710.530302882195
china/employment/EB2,2025-07-01,16785.0,16771.62132358551
china/employment/EB2,2025-08-01,16785.0,16785.569304406643
china/employment/EB2,2025-09-01,16785.0,16785.622799634933
china/employment/EB2,2025-10-01,16892.0,16785.49481239915
china/employment/EB2,2025-11-01,16892.0,16892.65635818243
china/employment/EB2,2025-12-01,16953.0,16892.450821489096
china/employment/EB2,2026-01-01,17045.0,16953.6529211998
china/employment/EB2,2026-02-01,17045.0,17045.617511212826
china/employment/EB2,2026-03-01,17045.0,17045.558779239655
china/employment/EB2,2026-04-01,17045.0,17045.67722517252
china/employment/EB2,2026-05-01,17045.0,17045.49804353714
china/employment/EB2,2026-06-01,17045.0,17045.504170536995
china/employment/EB2,2026-07-01,17045.0,17045.43682861328
china/employment/EB2,2026-08-01,17045.0,17045.47346803546
china/employment/EB2,2026-09-01,17045.0,17045.495028436184
china/employment/EB3,2024-10-01,16527.0,16680.68403428793
china/employment/EB3,2024-11-01,16527.0,16527.915731668472
china/employment/EB3,2024-12-01,16527.0,16527.678971529007
china/employment/EB3,2025-01-01,16588.0,16527.60538625717
china/employment/EB3,2025-02-01,16618.0,16588.65792387724
china/employment/EB3,2025-03-01,16649.0,16618.667560100555
china/employment/EB3,2025-04-01,16741.0,16649.68169826269
china/employment/EB3,2025-05-01,16741.0,16741.796724677086
china/employment/EB3,2025-06-01,16762.0,16742.067861557007
china/employment/EB3,2025-07-01,16771.0,16763.150896787643
china/employment/EB3,2025-08-01,16771.0,16771.739683032036
china/employment/EB3,2025-09-01,16771.0,16771.87526267767
china/employment/EB3,2025-10-01,16861.0,16771.559768617153
china/employment/EB3,2025-11-01,16861.0,16862.00009405613
china/employment/EB3,2025-12-01,16892.0,16861.69091039896
china/employment/EB3,2026-01-01,16922.0,16892.923886597157
china/employment/EB3,2026-02-01,16922.0,16922.941954016685
china/employment/EB3,2026-03-01,16922.0,16922.738489210606
china/employment/EB3,2026-04-01,16967.0,16922.85987007618
china/employment/EB3,2026-05-01,16967.0,16967.51465934515
