unique_id,ds,y,deepar-legacy
india/family/F1,2026-04-01,15461.0,15282.441
india/family/F1,2026-05-01,15584.0,15503.876
india/family/F1,2026-06-01,15584.0,15655.881
india/family/F1,2026-07-01,15737.0,15638.708
india/family/F1,2026-08-01,16054.0,15822.969
india/family/F1,2026-09-01,16457.0,16127.098
india/family/F2A,2024-10-01,17127.0,17009.957
india/family/F2A,2024-11-01,17167.0,17088.676
india/family/F2A,2024-12-01,17167.0,17175.023
india/family/F2A,2025-01-01,17167.0,17222.232
india/family/F2A,2025-02-01,17167.0,17196.688
india/family/F2A,2025-03-01,17167.0,17180.45
india/family/F2A,2025-04-01,17167.0,17204.422
india/family/F2A,2025-05-01,17167.0,17211.52
india/family/F2A,2025-06-01,17167.0,17197.004
india/family/F2A,2025-07-01,17410.0,17177.89
india/family/F2A,2025-08-01,17410.0,17429.555
india/family/F2A,2025-09-01,17410.0,17424.957
india/family/F2A,2025-10-01,17928.0,17411.893
india/family/F2A,2025-11-01,17928.0,17991.094
india/family/F2A,2025-12-01,17928.0,17997.271
india/family/F2A,2026-01-01,17928.0,17989.117
india/family/F2A,2026-02-01,17928.0,17909.066
india/family/F2A,2026-03-01,17928.0,17947.186
india/family/F2A,2026-04-01,17928.0,17912.525
india/family/F2A,2026-05-01,18110.0,17974.14
india/family/F2A,2026-06-01,18263.0,18161.133
india/family/F2A,2026-07-01,18263.0,18351.283
india/family/F2A,2026-08-01,18830.0,18345.992
india/family/F2A,2026-09-01,18861.0,19036.818
mexico/employment/EB3,2024-10-01,17485.0,16884.766
mexico/employment/EB3,2024-11-01,17485.0,17517.223
mexico/employment/EB3,2024-12-01,17485.0,17620.984
mexico/employment/EB3,2025-01-01,17501.0,17555.172
mexico/employment/EB3,2025-02-01,17501.0,17501.848
mexico/employment/EB3,2025-03-01,17501.0,17433.734
mexico/employment/EB3,2025-04-01,17532.0,17419.686
mexico/employment/EB3,2025-05-01,17532.0,17510.943
mexico/employment/EB3,2025-06-01,17570.0,17538.621
mexico/employment/EB3,2025-07-01,17622.0,17584.832
mexico/employment/EB3,2025-08-01,17622.0,17634.594
mexico/employment/EB3,2025-09-01,17622.0,17620.164
mexico/employment/EB3,2025-10-01,17622.0,17643.21
mexico/employment/EB3,2025-11-01,17622.0,17625.832
mexico/employment/EB3,2025-12-01,17636.0,17637.682
mexico/employment/EB3,2026-01-01,17643.0,17655.395
mexico/employment/EB3,2026-02-01,17683.0,17672.47
mexico/employment/EB3,2026-03-01,17805.0,17726.633
mexico/employment/EB3,2026-04-01,18049.0,17847.98
mexico/employment/EB3,2026-05-01,18049.0,18137.031
mexico/employment/EB3,2026-06-01,18049.0,18127.688
mexico/employment/EB3,2026-07-01,18110.0,18002.527
mexico/employment/EB3,2026-08-01,18141.0,18094.648
mexico/employment/EB3,2026-09-01,18141.0,18115.016
mexico/employment/EB3_OW,2024-10-01,16771.0,16792.457
mexico/employment/EB3_OW,2024-11-01,16771.0,16761.332
mexico/employment/EB3_OW,2024-12-01,16771.0,16768.982
mexico/employment/EB3_OW,2025-01-01,16778.0,16777.912
mexico/employment/EB3_OW,2025-02-01,16778.0,16784.225
mexico/employment/EB3_OW,2025-03-01,16833.0,16803.176
mexico/employment/EB3_OW,2025-04-01,16943.0,16839.79
mexico/employment/EB3_OW,2025-05-01,16943.0,16967.408
mexico/employment/EB3_OW,2025-06-01,16974.0,16953.947
mexico/employment/EB3_OW,2025-07-01,16990.0,16999.297
mexico/employment/EB3_OW,2025-08-01,16990.0,16992.82
mexico/employment/EB3_OW,2025-09-01,16990.0,16994.227
mexico/employment/EB3_OW,2025-10-01,16997.0,16988.66
mexico/employment/EB3_OW,2025-11-01,16997.0,16953.176
mexico/employment/EB3_OW,2025-12-01,17014.0,16976.64
mexico/employment/EB3_OW,2026-01-01,17045.0,17030.531
mexico/employment/EB3_OW,2026-02-01,17045.0,17066.605
mexico/employment/EB3_OW,2026-03-01,17106.0,17065.154
mexico/employment/EB3_OW,2026-04-01,17106.0,17161.992
mexico/employment/EB3_OW,2026-05-01,17198.0,17114.992
mexico/employment/EB3_OW,2026-06-01,17198.0,17235.71
mexico/employment/EB3_OW,2026-07-01,17226.0,17201.383
mexico/employment/EB3_OW,2026-08-01,17257.0,17242.322
mexico/employment/EB3_OW,2026-09-01,17257.0,17263.816
mexico/employment/EB4,2024-10-01,16802.0,16780.414
mexico/employment/EB4,2024-11-01,16802.0,16788.842
mexico/employment/EB4,2024-12-01,16802.0,16837.807
mexico/employment/EB4,2025-01-01,16802.0,16835.36
mexico/employment/EB4,2025-02-01,16802.0,16811.934
mexico/employment/EB4,2025-03-01,16283.0,16818.52
mexico/employment/EB4,2025-04-01,16283.0,16324.199
mexico/employment/EB4,2025-05-01,16283.0,16375.412
mexico/employment/EB4,2025-06-01,16283.0,16328.684
mexico/employment/EB4,2025-07-01,16283.0,16329.389
mexico/employment/EB4,2025-08-01,16283.0,16320.707
mexico/employment/EB4,2025-09-01,16283.0,16319.426
mexico/employment/EB4,2025-10-01,16618.0,16290.915
mexico/employment/EB4,2025-11-01,16618.0,16591.742
mexico/employment/EB4,2025-12-01,16680.0,16592.857
mexico/employment/EB4,2026-01-01,16802.0,16685.176
mexico/employment/EB4,2026-02-01,16802.0,16833.996
mexico/employment/EB4,2026-03-01,16997.0,16802.156
mexico/employment/EB4,2026-04-01,17362.0,17058.033
mexico/employment/EB4,2026-05-01,17362.0,17461.062
mexico/employment/EB4,2026-06-01,17362.0,17408.145
mexico/employment/EB4,2026-07-01,17424.0,17378.96
mexico/employment/EB4,2026-08-01,17454.0,17473.957
mexico/employment/EB4,2026-09-01,17515.0,17520.217
mexico/employment/EB4_RW,2024-10-01,16802.0,16738.332
mexico/employment/EB4_RW,2024-11-01,16802.0,16792.148
mexico/employment/EB4_RW,2024-12-01,16802.0,16855.754
mexico/employment/EB4_RW,2025-01-01,16802.0,16821.637
mexico/employment/EB4_RW,2025-02-01,16802.0,16829.959
mexico/employment/EB4_RW,2025-03-01,16283.0,16810.766
mexico/employment/EB4_RW,2025-04-01,16283.0,16323.217
mexico/employment/EB4_RW,2025-05-01,16283.0,16334.195
mexico/employment/EB4_RW,2025-06-01,16283.0,16329.424
mexico/employment/EB4_RW,2025-07-01,16283.0,16346.102
mexico/employment/EB4_RW,2025-08-01,16283.0,16307.17
mexico/employment/EB4_RW,2025-09-01,16283.0,16295.012
mexico/employment/EB4_RW,2025-10-01,16283.0,16287.573
mexico/employment/EB4_RW,2025-11-01,16283.0,16282.706
mexico/employment/EB4_RW,2025-12-01,16680.0,16287.955
mexico/employment/EB4_RW,2026-01-01,16802.0,16647.842
mexico/employment/EB4_RW,2026-02-01,16802.0,16787.307
mexico/employment/EB4_RW,2026-03-01,16997.0,16798.656
mexico/employment/EB4_RW,2026-04-01,17362.0,17039.436
mexico/employment/EB4_RW,2026-05-01,17362.0,17437.031
mexico/employment/EB4_RW,2026-06-01,17362.0,17447.459
mexico/employment/EB4_RW,2026-07-01,17424.0,17375.643
mexico/employment/EB4_RW,2026-08-01,17454.0,17409.906
mexico/employment/EB4_RW,2026-09-01,17515.0,17483.227
mexico/family/F1,2024-10-01,10227.0,10012.035
mexico/family/F1,2024-11-01,10918.0,10287.791
