unique_id,ds,y,deepar-robust-levels
all_chargeability/family/F2A,2026-03-01,17928.0,17982.617
all_chargeability/family/F2A,2026-04-01,17928.0,17984.578
all_chargeability/family/F2A,2026-05-01,18110.0,17979.543
all_chargeability/family/F2A,2026-06-01,18263.0,18134.984
all_chargeability/family/F2A,2026-07-01,18263.0,18317.36
all_chargeability/family/F2A,2026-08-01,18830.0,18370.188
all_chargeability/family/F2A,2026-09-01,18861.0,18804.8
all_chargeability/family/F2B,2024-10-01,15096.0,15104.284
all_chargeability/family/F2B,2024-11-01,15096.0,15101.15
all_chargeability/family/F2B,2024-12-01,15096.0,15105.213
all_chargeability/family/F2B,2025-01-01,15117.0,15101.322
all_chargeability/family/F2B,2025-02-01,15117.0,15123.551
all_chargeability/family/F2B,2025-03-01,15117.0,15131.426
all_chargeability/family/F2B,2025-04-01,15178.0,15128.641
all_chargeability/family/F2B,2025-05-01,15178.0,15180.389
all_chargeability/family/F2B,2025-06-01,15240.0,15198.551
all_chargeability/family/F2B,2025-07-01,15263.0,15244.537
all_chargeability/family/F2B,2025-08-01,15263.0,14955.76
all_chargeability/family/F2B,2025-09-01,15263.0,14957.387
all_chargeability/family/F2B,2025-10-01,15301.0,15267.393
all_chargeability/family/F2B,2025-11-01,15310.0,15292.277
all_chargeability/family/F2B,2025-12-01,15310.0,15329.367
all_chargeability/family/F2B,2026-01-01,15310.0,15338.154
all_chargeability/family/F2B,2026-02-01,15310.0,15331.582
all_chargeability/family/F2B,2026-03-01,15310.0,15321.998
all_chargeability/family/F2B,2026-04-01,15482.0,15322.293
all_chargeability/family/F2B,2026-05-01,15482.0,15464.905
all_chargeability/family/F2B,2026-06-01,15605.0,15532.469
all_chargeability/family/F2B,2026-07-01,15666.0,15622.311
all_chargeability/family/F2B,2026-08-01,15706.0,15703.803
all_chargeability/family/F2B,2026-09-01,16304.0,15753.145
all_chargeability/family/F3,2024-10-01,12874.0,12898.299
all_chargeability/family/F3,2024-11-01,12888.0,12900.65
all_chargeability/family/F3,2024-12-01,12888.0,12528.719
all_chargeability/family/F3,2025-01-01,12965.0,12515.44
all_chargeability/family/F3,2025-02-01,12965.0,12654.527
all_chargeability/family/F3,2025-03-01,12965.0,12801.058
all_chargeability/family/F3,2025-04-01,13239.0,12810.882
all_chargeability/family/F3,2025-05-01,13239.0,12772.019
all_chargeability/family/F3,2025-06-01,13321.0,12780.081
all_chargeability/family/F3,2025-07-01,13361.0,12785.865
all_chargeability/family/F3,2025-08-01,13361.0,13376.4795
all_chargeability/family/F3,2025-09-01,13361.0,13416.959
all_chargeability/family/F3,2025-10-01,13399.0,13398.107
all_chargeability/family/F3,2025-11-01,13399.0,13428.531
all_chargeability/family/F3,2025-12-01,13399.0,13454.143
all_chargeability/family/F3,2026-01-01,13399.0,13439.201
all_chargeability/family/F3,2026-02-01,13399.0,13437.075
all_chargeability/family/F3,2026-03-01,13399.0,13429.73
all_chargeability/family/F3,2026-04-01,13504.0,13435.779
all_chargeability/family/F3,2026-05-01,13559.0,13516.321
all_chargeability/family/F3,2026-06-01,13559.0,13598.51
all_chargeability/family/F3,2026-07-01,13619.0,13609.887
all_chargeability/family/F3,2026-08-01,13649.0,13638.888
all_chargeability/family/F3,2026-09-01,14539.0,13681.57
all_chargeability/family/F4,2024-10-01,11900.0,11907.855
all_chargeability/family/F4,2024-11-01,11900.0,11906.076
all_chargeability/family/F4,2024-12-01,11900.0,11898.213
