unique_id,ds,y,deepar-robust
china/family/F2A,2024-11-01,17167.0,17144.319843292236
china/family/F2A,2024-12-01,17167.0,17198.40885734558
china/family/F2A,2025-01-01,17167.0,17191.544033050537
china/family/F2A,2025-02-01,17167.0,17180.7195854187
china/family/F2A,2025-03-01,17167.0,17183.534957885742
china/family/F2A,2025-04-01,17167.0,17182.277814865112
china/family/F2A,2025-05-01,17167.0,17174.64397239685
china/family/F2A,2025-06-01,17167.0,17174.355326652527
china/family/F2A,2025-07-01,17410.0,17177.624505996704
china/family/F2A,2025-08-01,17410.0,17461.570304870605
china/family/F2A,2025-09-01,17410.0,17460.51686859131
china/family/F2A,2025-10-01,17928.0,17446.28247833252
china/family/F2A,2025-11-01,17928.0,18002.11311340332
china/family/F2A,2025-12-01,17928.0,17936.766138076782
china/family/F2A,2026-01-01,17928.0,18010.744247436523
china/family/F2A,2026-02-01,17928.0,17966.709587097168
china/family/F2A,2026-03-01,17928.0,17939.7705411911
china/family/F2A,2026-04-01,17928.0,17949.251834869385
china/family/F2A,2026-05-01,18110.0,17950.927965164185
china/family/F2A,2026-06-01,18263.0,18163.10326385498
china/family/F2A,2026-07-01,18263.0,18360.33009338379
china/family/F2A,2026-08-01,18830.0,18348.040382385254
china/family/F2A,2026-09-01,18861.0,19008.638793945312
china/family/F4,2024-10-01,11900.0,11905.461950778961
china/family/F4,2024-11-01,11900.0,11899.209335565567
china/family/F4,2024-12-01,11900.0,11900.853870749474
china/family/F4,2025-01-01,11900.0,11899.239812254906
china/family/F4,2025-02-01,11900.0,11900.522444844246
china/family/F4,2025-03-01,11900.0,11901.967603683472
china/family/F4,2025-04-01,11900.0,11901.252168297768
china/family/F4,2025-05-01,12053.0,11900.121846541762
china/family/F4,2025-06-01,12053.0,12078.660228729248
china/family/F4,2025-07-01,12053.0,12082.925951004028
china/family/F4,2025-08-01,12053.0,12069.40718460083
china/family/F4,2025-09-01,12053.0,12060.01132774353
china/family/F4,2025-10-01,12060.0,12058.022152900696
china/family/F4,2025-11-01,12060.0,12066.833569526672
china/family/F4,2025-12-01,12060.0,12062.768848896027
china/family/F4,2026-01-01,12060.0,12061.669919371605
china/family/F4,2026-02-01,12060.0,12061.283211946487
china/family/F4,2026-03-01,12060.0,12062.240433692932
china/family/F4,2026-04-01,12212.0,12060.113683581352
china/family/F4,2026-05-01,12311.0,12242.784816741943
china/family/F4,2026-06-01,12365.0,12363.372619628906
china/family/F4,2026-07-01,12419.0,12421.05963897705
china/family/F4,2026-08-01,12662.0,12457.758399963379
china/family/F4,2026-09-01,13443.0,12760.845809936523
india/employment/EB1,2024-10-01,17198.0,17239.812324523926
india/employment/EB1,2024-11-01,17198.0,17227.926155090332
india/employment/EB1,2024-12-01,17198.0,17218.608667373657
india/employment/EB1,2025-01-01,17198.0,17202.609016418457
india/employment/EB1,2025-02-01,17198.0,17187.85281944275
india/employment/EB1,2025-03-01,17198.0,17189.62942314148
india/employment/EB1,2025-04-01,17212.0,17239.68882369995
india/employment/EB1,2025-05-01,17212.0,17178.32484817505
india/employment/EB1,2025-06-01,17212.0,17262.656700134277
india/employment/EB1,2025-07-01,17212.0,17224.831144332886
india/employment/EB1,2025-08-01,17212.0,17228.98317718506
india/employment/EB1,2025-09-01,17212.0,17306.750778198242
india/employment/EB1,2025-10-01,17212.0,17215.794116020203
india/employment/EB1,2025-11-01,17212.0,17241.02417755127
