unique_id,ds,y,deepar-legacy
all_chargeability/family/F2A,2026-03-01,17928.0,17973.902
all_chargeability/family/F2A,2026-04-01,17928.0,17907.252
all_chargeability/family/F2A,2026-05-01,18110.0,17886.932
all_chargeability/family/F2A,2026-06-01,18263.0,18145.635
all_chargeability/family/F2A,2026-07-01,18263.0,18296.188
all_chargeability/family/F2A,2026-08-01,18830.0,18339.934
all_chargeability/family/F2A,2026-09-01,18861.0,19074.223
all_chargeability/family/F2B,2024-10-01,15096.0,15042.307
all_chargeability/family/F2B,2024-11-01,15096.0,15053.967
all_chargeability/family/F2B,2024-12-01,15096.0,15089.732
all_chargeability/family/F2B,2025-01-01,15117.0,15091.527
all_chargeability/family/F2B,2025-02-01,15117.0,15125.258
all_chargeability/family/F2B,2025-03-01,15117.0,15118.912
all_chargeability/family/F2B,2025-04-01,15178.0,15113.021
all_chargeability/family/F2B,2025-05-01,15178.0,15203.951
all_chargeability/family/F2B,2025-06-01,15240.0,15187.507
all_chargeability/family/F2B,2025-07-01,15263.0,15275.594
all_chargeability/family/F2B,2025-08-01,15263.0,15307.301
all_chargeability/family/F2B,2025-09-01,15263.0,15299.951
all_chargeability/family/F2B,2025-10-01,15301.0,15267.27
all_chargeability/family/F2B,2025-11-01,15310.0,15324.27
all_chargeability/family/F2B,2025-12-01,15310.0,15309.08
all_chargeability/family/F2B,2026-01-01,15310.0,15326.175
all_chargeability/family/F2B,2026-02-01,15310.0,15318.7
all_chargeability/family/F2B,2026-03-01,15310.0,15291.201
all_chargeability/family/F2B,2026-04-01,15482.0,15294.697
all_chargeability/family/F2B,2026-05-01,15482.0,15531.316
all_chargeability/family/F2B,2026-06-01,15605.0,15532.239
all_chargeability/family/F2B,2026-07-01,15666.0,15677.793
all_chargeability/family/F2B,2026-08-01,15706.0,15727.1
all_chargeability/family/F2B,2026-09-01,16304.0,15741.403
all_chargeability/family/F3,2024-10-01,12874.0,12848.604
all_chargeability/family/F3,2024-11-01,12888.0,12884.485
all_chargeability/family/F3,2024-12-01,12888.0,12914.379
all_chargeability/family/F3,2025-01-01,12965.0,12886.18
all_chargeability/family/F3,2025-02-01,12965.0,13004.773
all_chargeability/family/F3,2025-03-01,12965.0,12988.203
all_chargeability/family/F3,2025-04-01,13239.0,12982.977
all_chargeability/family/F3,2025-05-01,13239.0,13310.334
all_chargeability/family/F3,2025-06-01,13321.0,13311.059
all_chargeability/family/F3,2025-07-01,13361.0,13402.922
all_chargeability/family/F3,2025-08-01,13361.0,13397.463
all_chargeability/family/F3,2025-09-01,13361.0,13431.209
all_chargeability/family/F3,2025-10-01,13399.0,13329.769
all_chargeability/family/F3,2025-11-01,13399.0,13409.831
all_chargeability/family/F3,2025-12-01,13399.0,13423.061
all_chargeability/family/F3,2026-01-01,13399.0,13386.222
all_chargeability/family/F3,2026-02-01,13399.0,13390.852
all_chargeability/family/F3,2026-03-01,13399.0,13379.506
all_chargeability/family/F3,2026-04-01,13504.0,13400.099
all_chargeability/family/F3,2026-05-01,13559.0,13542.416
all_chargeability/family/F3,2026-06-01,13559.0,13619.81
all_chargeability/family/F3,2026-07-01,13619.0,13616.285
all_chargeability/family/F3,2026-08-01,13649.0,13678.281
all_chargeability/family/F3,2026-09-01,14539.0,13700.715
all_chargeability/family/F4,2024-10-01,11900.0,11903.179
all_chargeability/family/F4,2024-11-01,11900.0,11902.118
all_chargeability/family/F4,2024-12-01,11900.0,11903.332
all_chargeability/family/F4,2025-01-01,11900.0,11899.594
all_chargeability/family/F4,2025-02-01,11900.0,11899.617
all_chargeability/family/F4,2025-03-01,11900.0,11896.658
all_chargeability/family/F4,2025-04-01,11900.0,11895.8125
all_chargeability/family/F4,2025-05-01,12053.0,11898.206
all_chargeability/family/F4,2025-06-01,12053.0,12035.137
all_chargeability/family/F4,2025-07-01,12053.0,12059.826
all_chargeability/family/F4,2025-08-01,12053.0,12072.533
all_chargeability/family/F4,2025-09-01,12053.0,12048.439
all_chargeability/family/F4,2025-10-01,12060.0,12033.379
all_chargeability/family/F4,2025-11-01,12060.0,12064.188
all_chargeability/family/F4,2025-12-01,12060.0,12065.725
all_chargeability/family/F4,2026-01-01,12060.0,12062.619
all_chargeability/family/F4,2026-02-01,12060.0,12056.754
all_chargeability/family/F4,2026-03-01,12060.0,12057.153
all_chargeability/family/F4,2026-04-01,12212.0,12069.979
all_chargeability/family/F4,2026-05-01,12311.0,12233.973
all_chargeability/family/F4,2026-06-01,12365.0,12334.876
all_chargeability/family/F4,2026-07-01,12419.0,12409.967
all_chargeability/family/F4,2026-08-01,12662.0,12454.702
all_chargeability/family/F4,2026-09-01,13443.0,12641.891
china/employment/EB1,2024-10-01,17478.0,17477.912
china/employment/EB1,2024-11-01,17478.0,17473.363
china/employment/EB1,2024-12-01,17478.0,17478.234
china/employment/EB1,2025-01-01,17478.0,17469.383
china/employment/EB1,2025-02-01,17478.0,17473.375
china/employment/EB1,2025-03-01,17478.0,17469.879
china/employment/EB1,2025-04-01,17478.0,17473.484
china/employment/EB1,2025-05-01,17478.0,17483.027
china/employment/EB1,2025-06-01,17478.0,17486.637
china/employment/EB1,2025-07-01,17485.0,17491.953
china/employment/EB1,2025-08-01,17485.0,17494.688
china/employment/EB1,2025-09-01,17485.0,17496.666
china/employment/EB1,2025-10-01,17522.0,17493.723
china/employment/EB1,2025-11-01,17522.0,17530.863
china/employment/EB1,2025-12-01,17553.0,17528.766
china/employment/EB1,2026-01-01,17563.0,17562.922
china/employment/EB1,2026-02-01,17563.0,17575.031
china/employment/EB1,2026-03-01,17591.0,17573.846
china/employment/EB1,2026-04-01,17622.0,17601.652
china/employment/EB1,2026-05-01,17622.0,17630.816
china/employment/EB1,2026-06-01,17622.0,17641.336
china/employment/EB1,2026-07-01,17683.0,17643.447
china/employment/EB1,2026-08-01,17713.0,17706.334
china/employment/EB1,2026-09-01,17713.0,17758.844
china/employment/EB2,2024-10-01,16517.0,16496.75
china/employment/EB2,2024-11-01,16517.0,16528.102
china/employment/EB2,2024-12-01,16517.0,16517.781
china/employment/EB2,2025-01-01,16548.0,16516.82
china/employment/EB2,2025-02-01,16548.0,16562.29
china/employment/EB2,2025-03-01,16564.0,16573.002
china/employment/EB2,2025-04-01,16710.0,16582.07
china/employment/EB2,2025-05-01,16710.0,16767.863
china/employment/EB2,2025-06-01,16771.0,16746.312
china/employment/EB2,2025-07-01,16785.0,16824.898
china/employment/EB2,2025-08-01,16785.0,16807.93
china/employment/EB2,2025-09-01,16785.0,16797.79
china/employment/EB2,2025-10-01,16892.0,16811.203
china/employment/EB2,2025-11-01,16892.0,16951.77
china/employment/EB2,2025-12-01,16953.0,16904.58
china/employment/EB2,2026-01-01,17045.0,16986.906
china/employment/EB2,2026-02-01,17045.0,17110.871
china/employment/EB2,2026-03-01,17045.0,17086.73
china/employment/EB2,2026-04-01,17045.0,17058.691
china/employment/EB2,2026-05-01,17045.0,17043.3
china/employment/EB2,2026-06-01,17045.0,17054.275
china/employment/EB2,2026-07-01,17045.0,17062.422
china/employment/EB2,2026-08-01,17045.0,17049.918
china/employment/EB2,2026-09-01,17045.0,17031.613
china/employment/EB3,2024-10-01,16527.0,16666.13
china/employment/EB3,2024-11-01,16527.0,16465.158
china/employment/EB3,2024-12-01,16527.0,16455.137
china/employment/EB3,2025-01-01,16588.0,16523.348
china/employment/EB3,2025-02-01,16618.0,16596.398
