EB_level,priority_date,visa_bulletin_date,table_type,raw_value,status,visa_wait_time,raw_category
EB2,2021-12-01,2025-11-01 00:00:00,dates_for_filing,01DEC21,F,3.917864476386037,2nd
EB3,2022-01-01,2025-11-01 00:00:00,dates_for_filing,01JAN22,F,3.8329911019849416,3rd
EB3_OW,2018-10-01,2025-11-01 00:00:00,dates_for_filing,01OCT18,F,7.085557837097878,Other Workers
EB4,2021-02-15,2025-11-01 00:00:00,dates_for_filing,15FEB21,F,4.7091033538672145,4th
EB4_RW,,2025-11-01 00:00:00,dates_for_filing,U,U,,Certain Religious Workers
EB5_HIGHUNEMP,2025-11-01,2025-11-01 00:00:00,dates_for_filing,C,C,0.0,"5th Set Aside:
(High Unemployment: NH, RH - 10%)"
EB5_INFRA,2025-11-01,2025-11-01 00:00:00,dates_for_filing,C,C,0.0,"5th Set Aside:
(Infrastructure: RI - 2%)"
EB5_RURAL,2025-11-01,2025-11-01 00:00:00,dates_for_filing,C,C,0.0,"5th Set Aside:
(Rural: NR, RR - 20%)"
EB5_UNRESERVED,2016-07-01,2025-11-01 00:00:00,dates_for_filing,01JUL16,F,9.336071184120465,"5th Unreserved
(including C5, T5, I5, R5)"
EB1,2022-12-22,2025-11-01 00:00:00,final_action,22DEC22,F,2.861054072553046,1st
EB2,2021-04-01,2025-11-01 00:00:00,final_action,01APR21,F,4.58590006844627,2nd
EB3,2021-03-01,2025-11-01 00:00:00,final_action,01MAR21,F,4.670773442847365,3rd
EB3_OW,2017-12-01,2025-11-01 00:00:00,final_action,01DEC17,F,7.917864476386037,Other Workers
EB4,2020-07-01,2025-11-01 00:00:00,final_action,01JUL20,F,5.336071184120465,4th
EB4_RW,,2025-11-01 00:00:00,final_action,U,U,,Certain Religious Workers
EB5_HIGHUNEMP,2025-11-01,2025-11-01 00:00:00,final_action,C,C,0.0,"5th Set Aside:
High Unemployment (10%, including NH, RH)"
EB5_INFRA,2025-11-01,2025-11-01 00:00:00,final_action,C,C,0.0,"5th Set Aside:
Infrastructure (2%, including RI)"
EB5_RURAL,2025-11-01,2025-11-01 00:00:00,final_action,C,C,0.0,"5th Set Aside:
Rural (20%, including NR, RR)"
EB5_UNRESERVED,2015-12-08,2025-11-01 00:00:00,final_action,08DEC15,F,9.900068446269678,"5th Unreserved
(including C5, T5, I5, R5, NU, RU)"
EB1,2023-05-15,2025-10-01 00:00:00,dates_for_filing,15MAY23,F,2.3819301848049284,1st
EB2,2021-12-01,2025-10-01 00:00:00,dates_for_filing,01DEC21,F,3.8329911019849416,2nd
EB3,2022-01-01,2025-10-01 00:00:00,dates_for_filing,01JAN22,F,3.7481177275838466,3rd
EB3_OW,2018-10-01,2025-10-01 00:00:00,dates_for_filing,01OCT18,F,7.000684462696783,Other Workers
EB4,2021-02-15,2025-10-01 00:00:00,dates_for_filing,15FEB21,F,4.6242299794661195,4th
EB4_RW,,2025-10-01 00:00:00,dates_for_filing,U,U,,Certain Religious Workers
EB5_HIGHUNEMP,2025-10-01,2025-10-01 00:00:00,dates_for_filing,C,C,0.0,"5th Set Aside:
(High Unemployment: NH, RH - 10%)"
EB5_INFRA,2025-10-01,2025-10-01 00:00:00,dates_for_filing,C,C,0.0,"5th Set Aside:
(Infrastructure: RI - 2%)"
EB5_RURAL,2025-10-01,2025-10-01 00:00:00,dates_for_filing,C,C,0.0,"5th Set Aside:
(Rural: NR, RR - 20%)"
EB5_UNRESERVED,2016-07-01,2025-10-01 00:00:00,dates_for_filing,01JUL16,F,9.25119780971937,"5th Unreserved
(including C5, T5, I5, R5)"
EB1,2022-12-22,2025-10-01 00:00:00,final_action,22DEC22,F,2.7761806981519506,1st
EB2,2021-04-01,2025-10-01 00:00:00,final_action,01APR21,F,4.501026694045175,2nd
EB3,2021-03-01,2025-10-01 00:00:00,final_action,01MAR21,F,4.58590006844627,3rd
EB3_OW,2017-12-01,2025-10-01 00:00:00,final_action,01DEC17,F,7.832991101984942,Other Workers
